seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source
1;100;10;15;3600.95;-0.6849819265678073;-68.49819265678073;0.5855130887181185;0.8547861863332794;477366;29115;TIME_LIMIT;2.3967e6;9777;vertex
2;100;10;15;3603.861;-0.5441560188023076;-54.41560188023076;0.6529866257754511;1.1999989032790277;461944;27981;TIME_LIMIT;3.213512e6;12487;vertex
3;100;10;15;3601.502;-0.8474603440439612;-84.74603440439611;0.4476333285798604;0.5282056343118279;453661;25957;TIME_LIMIT;2.596302e6;9331;vertex
4;100;10;15;3602.066;-0.627915793755875;-62.7915793755875;0.7172027864102903;1.1421958064159299;454874;25739;TIME_LIMIT;2.860691e6;10360;vertex
5;100;10;15;3601.445;-0.7096833368089913;-70.96833368089914;0.6032255686858442;0.8499925775320833;469639;27501;TIME_LIMIT;3.04701e6;11817;vertex
1;100;10;34;3600.169;-1.6022537188932404;-160.22537188932404;1.3384288757503036;0.8353414068995425;449738;26363;TIME_LIMIT;2.202491e6;8071;vertex
2;100;10;34;3601.053;-1.0716633292343614;-107.16633292343613;1.685566310026809;1.5728505996664495;437384;24521;TIME_LIMIT;2.35494e6;8073;vertex
3;100;10;34;3600.364;-1.3692995004711375;-136.92995004711375;1.7338696992933562;1.2662457692395128;488715;26937;TIME_LIMIT;3.491864e6;13061;vertex
4;100;10;34;3600.844;-1.1136474701458434;-111.36474701458434;2.1108498515986605;1.8954381060302892;475616;26669;TIME_LIMIT;3.180613e6;11799;vertex
5;100;10;34;3600.129;-1.9070344292374364;-190.70344292374364;1.1481586816136617;0.6020649989380499;504686;27309;TIME_LIMIT;2.991813e6;11329;vertex
1;120;10;15;3603.375;-0.563064280535431;-67.56771366425173;0.8736642649706304;1.5516243796176212;356653;20423;TIME_LIMIT;3.256234e6;9279;vertex
2;120;10;15;3602.457;-0.6731285033281648;-80.77542039937977;0.6349609865777116;0.9432983203626936;355044;19857;TIME_LIMIT;2.257618e6;6257;vertex
3;120;10;15;3600.851;-0.812896263440707;-97.54755161288483;0.5789740385478243;0.7122360682250262;393243;22609;TIME_LIMIT;3.308022e6;10413;vertex
4;120;10;15;3601.407;-0.7882650213872077;-94.59180256646492;0.5293804181799212;0.6715766954219342;403928;22311;TIME_LIMIT;2.758884e6;8505;vertex
5;120;10;15;3601.965;-0.705004238015415;-84.60050856184981;0.7640988863450958;1.0838216923291584;374987;21673;TIME_LIMIT;3.019828e6;9073;vertex
1;120;10;34;3600.243;-1.4323125401917136;-171.87750482300564;1.9866136568940518;1.3869973215679208;420396;23515;TIME_LIMIT;2.958206e6;9565;vertex
2;120;10;34;3600.672;-1.489216890276759;-178.7060268332111;1.5779065725491728;1.0595545772086505;420338;22819;TIME_LIMIT;3.039338e6;9600;vertex
3;120;10;34;3600.395;-1.5428605609165498;-185.14326730998596;1.7231611557113111;1.116861237730811;400725;22327;TIME_LIMIT;2.96091e6;9127;vertex
4;120;10;34;3600.416;-1.423211914734363;-170.78542976812355;1.6795218289716087;1.1800925860609346;448794;23959;TIME_LIMIT;1.668329e6;5455;vertex
5;120;10;34;3600.152;-1.535363372893814;-184.24360474725768;1.943985068136459;1.266140056781793;445192;25037;TIME_LIMIT;2.766638e6;9624;vertex
1;150;12;18;3603.042;-0.5272150635176568;-79.08225952764852;1.0837690199214634;2.055648813769463;224858;11049;TIME_LIMIT;2.96031e6;4543;vertex
2;150;12;18;3602.505;-0.5408113366604946;-81.1217004990742;1.0669226122293707;1.9728185041711748;217917;10699;TIME_LIMIT;1.725398e6;2509;vertex
3;150;12;18;3602.224;-0.5543823147543168;-83.15734721314752;1.0723896387831313;1.9343864518087623;221115;10627;TIME_LIMIT;806960.0;1185;vertex
4;150;12;18;3603.563;-0.5840247943678613;-87.60371915517919;0.9990169213798598;1.7105727890562918;220730;10645;TIME_LIMIT;3.501398e6;5167;vertex
5;150;12;18;3602.806;-0.5169885155671042;-77.54827733506563;1.1736530444733906;2.2701723715970097;204495;10067;TIME_LIMIT;3.168577e6;4449;vertex
1;150;12;44;3600.509;-1.0930188227347049;-163.95282341020572;2.9777380680515355;2.724324600926187;240656;11985;TIME_LIMIT;3.037942e6;4975;vertex
2;150;12;44;3600.457;-1.514639784253032;-227.1959676379548;2.5287405066193633;1.6695326063064235;260825;12703;TIME_LIMIT;2.889701e6;5123;vertex
3;150;12;44;3600.514;-1.3550034122430574;-203.2505118364586;2.715513285544514;2.0040637986654835;267939;12873;TIME_LIMIT;2.257781e6;4003;vertex
4;150;12;44;3600.87;-1.195244546750811;-179.28668201262167;2.7318793507845984;2.28562377315255;251356;12687;TIME_LIMIT;1.603051e6;2776;vertex
5;150;12;44;3600.378;-1.3875788996377298;-208.13683494565947;2.8612280393509497;2.0620290782008586;265961;13007;TIME_LIMIT;1.271877e6;2275;vertex
1;50;7;10;3600.497;-0.6598948947686437;-32.99474473843219;0.10170600208155423;0.1541245475420929;989411;123243;TIME_LIMIT;1.626271e6;38347;vertex
2;50;7;10;3600.512;-0.6785467060591239;-33.927335302956195;0.09687636515733233;0.14277037128361092;1018179;129545;TIME_LIMIT;316805.0;12239;vertex
3;50;7;10;3600.959;-0.6964447883728743;-34.82223941864371;0.1345742548434029;0.19323032793139705;1018684;119569;TIME_LIMIT;1.453133e6;34041;vertex
4;50;7;10;3600.918;-0.6856937571458357;-34.284687857291786;0.08560127716686816;0.12483893323337081;1000954;124835;TIME_LIMIT;28503.0;1606;vertex
5;50;7;10;3601.459;-0.6526737887860726;-32.63368943930363;0.13136119566585336;0.2012662342549039;967005;110015;TIME_LIMIT;1.322357e6;27988;vertex
