seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source
1;100;10;15;3601.654;-0.6735168396043755;-67.35168396043754;0.6006663673562619;0.8918357077888267;474880;28601;TIME_LIMIT;2.199545e6;8827;vertex
2;100;10;15;3604.064;-0.5414592224457495;-54.14592224457495;0.6548999731297465;1.2095093147949159;451849;27421;TIME_LIMIT;2.271763e6;8591;vertex
3;100;10;15;3602.377;-0.6633533143892916;-66.33533143892916;0.6336848811107298;0.9552750658887178;442005;25097;TIME_LIMIT;1.559118e6;5517;vertex
4;100;10;15;3602.978;-0.619603016878744;-61.9603016878744;0.7271989176960251;1.1736529646987461;431565;24447;TIME_LIMIT;1.301461e6;4211;vertex
5;100;10;15;3601.317;-0.7278600359987824;-72.78600359987823;0.5864336261930356;0.8056955969403116;467053;27355;TIME_LIMIT;3.265753e6;12435;vertex
1;100;10;34;3600.328;-1.4656300831504325;-146.56300831504325;1.4758666795276978;1.006984433858823;462900;27123;TIME_LIMIT;1.657704e6;5989;vertex
2;100;10;34;3601.199;-1.28526792051593;-128.52679205159302;1.4640849031637033;1.1391281769298287;463424;26097;TIME_LIMIT;2.275727e6;8054;vertex
3;100;10;34;3600.306;-1.4130985316198956;-141.30985316198957;1.6908549614653283;1.1965584307323769;510586;28107;TIME_LIMIT;1.529492e6;5915;vertex
4;100;10;34;3600.669;-1.2196860263220128;-121.96860263220128;2.004078878592535;1.643110468876875;496474;27951;TIME_LIMIT;3.389383e6;13159;vertex
5;100;10;34;3600.183;-1.7956839617194864;-179.56839617194865;1.2573062548424574;0.7001823715340774;524239;28487;TIME_LIMIT;3.296062e6;13061;vertex
1;120;10;15;3601.316;-0.6123604421591003;-73.48325305909204;0.8182436701633548;1.3362124883154403;414509;23673;TIME_LIMIT;1.315428e6;4501;vertex
2;120;10;15;3602.145;-0.6043518920477675;-72.52222704573211;0.7019488993929859;1.1614903645201202;410431;22823;TIME_LIMIT;3.100199e6;9821;vertex
3;120;10;15;3601.032;-0.8438586431674575;-101.2630371800949;0.5442821153203519;0.6449920489969351;419636;24259;TIME_LIMIT;2.639155e6;8872;vertex
4;120;10;15;3602.505;-0.6599275271372951;-79.19130325647541;0.6586639560024825;0.9980852880311057;398600;22031;TIME_LIMIT;2.868996e6;8731;vertex
5;120;10;15;3601.135;-0.748029289252125;-89.763514710255;0.7173882464110493;0.9590376429354652;412719;23933;TIME_LIMIT;2.94678e6;9811;vertex
1;120;10;34;3600.266;-1.7413437055976613;-208.96124467171936;1.6710448442139798;0.9596295314028463;432985;24135;TIME_LIMIT;3.306466e6;11033;vertex
2;120;10;34;3600.513;-1.3437783848811995;-161.25340618574393;1.7258678692590126;1.284339656506376;442030;23823;TIME_LIMIT;3.083001e6;10257;vertex
3;120;10;34;3600.352;-1.4393772217999665;-172.725266615996;1.8206530760643937;1.2648894594758384;434237;24335;TIME_LIMIT;3.214346e6;10863;vertex
4;120;10;34;3600.324;-1.4596986949662483;-175.16384339594978;1.6444897697058398;1.126595355176271;463700;24797;TIME_LIMIT;2.30181e6;7923;vertex
