seed,dimension,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings,list_active_set_size_cb,list_discarded_set_size_cb
5,10,329.0,-3.822429322305245,-0.056165189470727635,TIME_LIMIT,51,0,0,25,9
5,10,659.0,-3.822429322305245,-0.34011085597784796,TIME_LIMIT,83,0,0,33,21
5,10,992.0,-3.8094502418333938,-2.422628608802657,TIME_LIMIT,132,0,0,28,11
5,10,1332.0,-3.8094502418333938,-2.682497731056151,TIME_LIMIT,162,0,0,25,28
5,10,1635.0,-3.7685434109131157,-2.682497731056151,TIME_LIMIT,213,0,0,12,10
5,10,1775.0,-3.7685434109131157,-2.682497731056151,TIME_LIMIT,242,0,0,39,14
5,10,2099.0,-3.7578849305869215,-2.682497731056151,TIME_LIMIT,284,0,0,24,13
5,10,2361.0,-3.7578849305869215,-2.682497731056151,TIME_LIMIT,319,0,0,31,16
5,10,2657.0,-3.753833715980013,-2.682497731056151,TIME_LIMIT,360,0,0,25,11
5,10,2952.0,-3.753833715980013,-2.682497731056151,TIME_LIMIT,400,0,0,35,15
5,10,3249.0,-3.742481297725596,-2.682497731056151,TIME_LIMIT,436,0,0,21,9
5,10,3544.0,-3.742481297725596,-2.682497731056151,TIME_LIMIT,466,0,0,23,23
5,10,3838.0,-3.7294672600170173,-2.682497731056151,TIME_LIMIT,502,0,0,25,14
5,10,4114.0,-3.7294672600170173,-2.739145335688517,TIME_LIMIT,531,0,0,47,20
5,10,4407.0,-3.7275158729174516,-2.739145335688517,TIME_LIMIT,577,0,0,24,8
5,10,4634.0,-3.7275158729174516,-2.739145335688517,TIME_LIMIT,609,0,0,25,17
5,10,4927.0,-3.7203420944949577,-2.739145335688517,TIME_LIMIT,655,0,0,25,7
5,10,5223.0,-3.7203420944949577,-2.739145335688517,TIME_LIMIT,689,0,0,16,21
5,10,5517.0,-3.713126410553386,-2.739145335688517,TIME_LIMIT,739,0,0,27,16
5,10,5845.0,-3.713126410553386,-2.739145335688517,TIME_LIMIT,772,0,0,30,38
5,10,6174.0,-3.7080714245064015,-2.739145335688517,TIME_LIMIT,813,0,0,26,29
5,10,6474.0,-3.7080714245064015,-2.739145335688517,TIME_LIMIT,847,0,0,35,27
5,10,6768.0,-3.7080714245064015,-2.739145335688517,TIME_LIMIT,886,0,0,17,14
5,10,7070.0,-3.7080714245064015,-2.739145335688517,TIME_LIMIT,909,0,0,33,38
5,10,7371.0,-3.704288879128736,-2.739145335688517,TIME_LIMIT,957,0,0,24,8
5,10,7638.0,-3.704288879128736,-2.739145335688517,TIME_LIMIT,982,0,0,39,15
5,10,7931.0,-3.704232937402069,-2.739145335688517,TIME_LIMIT,1031,0,0,18,8
5,10,8226.0,-3.704232937402069,-2.739145335688517,TIME_LIMIT,1071,0,0,22,31
5,10,8521.0,-3.699954318046764,-2.739145335688517,TIME_LIMIT,1106,0,0,23,22
5,10,8817.0,-3.699954318046764,-2.739145335688517,TIME_LIMIT,1136,0,0,31,27
5,10,9115.0,-3.699625906578077,-2.739145335688517,TIME_LIMIT,1179,0,0,23,9
5,10,9427.0,-3.699625906578077,-2.739145335688517,TIME_LIMIT,1209,0,0,32,48
5,10,9725.0,-3.698410148016461,-2.739145335688517,TIME_LIMIT,1257,0,0,14,7
5,10,10009.0,-3.698410148016461,-2.739145335688517,TIME_LIMIT,1286,0,0,38,17
5,10,10304.0,-3.698410148016461,-2.739145335688517,TIME_LIMIT,1319,0,0,29,7
5,10,10598.0,-3.698410148016461,-2.739145335688517,TIME_LIMIT,1342,0,0,31,15
5,10,10892.0,-3.6972649696961173,-2.739145335688517,TIME_LIMIT,1387,0,0,29,6
5,10,11108.0,-3.6972649696961173,-2.739145335688517,TIME_LIMIT,1413,0,0,43,24
5,10,11403.0,-3.6972649696961173,-2.739145335688517,TIME_LIMIT,1461,0,0,21,9
5,10,11699.0,-3.6972649696961173,-2.882081723340594,TIME_LIMIT,1501,0,0,39,18
5,10,11995.0,-3.6961759246211745,-2.882081723340594,TIME_LIMIT,1539,0,0,20,4
5,10,12291.0,-3.6961759246211745,-2.882081723340594,TIME_LIMIT,1570,0,0,20,15
5,10,12625.0,-3.694817200123114,-2.882081723340594,TIME_LIMIT,1617,0,0,23,15
5,10,12979.0,-3.694817200123114,-2.882081723340594,TIME_LIMIT,1651,0,0,43,31
5,10,13308.0,-3.694302525469876,-2.882081723340594,TIME_LIMIT,1696,0,0,28,10
5,10,13637.0,-3.694302525469876,-2.882081723340594,TIME_LIMIT,1742,0,0,29,39
5,10,14003.0,-3.6942248053725093,-2.882081723340594,TIME_LIMIT,1783,0,0,23,21
5,10,14340.0,-3.6942248053725093,-2.882081723340594,TIME_LIMIT,1817,0,0,21,22
5,10,14645.0,-3.684513458509558,-2.882081723340594,TIME_LIMIT,1860,0,0,25,16
5,10,14940.0,-3.684513458509558,-2.882081723340594,TIME_LIMIT,1899,0,0,24,26
5,10,15235.0,-3.6827364073810553,-2.882081723340594,TIME_LIMIT,1939,0,0,20,14
5,10,15531.0,-3.6827364073810553,-2.882081723340594,TIME_LIMIT,1975,0,0,25,51
5,10,15826.0,-3.6809807962201484,-2.882081723340594,TIME_LIMIT,2025,0,0,24,13
5,10,16122.0,-3.6809807962201484,-2.882081723340594,TIME_LIMIT,2057,0,0,32,23
5,10,16466.0,-3.678543428305496,-2.882081723340594,TIME_LIMIT,2099,0,0,13,9
5,10,16765.0,-3.678543428305496,-2.882081723340594,TIME_LIMIT,2136,0,0,36,28
