seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source;avg_fixed_to_one;avg_fixed_to_zero;avg_pruned_nodes
1;150;12;18;3609.225;-0.7256033003873333;-0.7256033003873333;0.5537327594470366;0.7631342899783521;14309781;5165;TIME_LIMIT;1050.0;41;vertex;0.0;0.0;0.0
