seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source;avg_fixed_to_one;avg_fixed_to_zero
3;50;7;20;148.773;-67.19462780983679;-67.19462780983679;0.6714452776019613;0.009992544039416;905577;32205;OPTIMAL;17.0;1;vertex;0.0;0.0
