seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source;avg_fixed_to_one;avg_fixed_to_zero
3;100;10;34;3603.424;-2.556088282802376;-2.556088282802376;1.8938489448245601;0.7409168758241137;5549370;77291;TIME_LIMIT;2.147457e6;29891;vertex;0.0;0.0
