seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source
1;80;26;40;3600.007;-12.344112466161782;-12.344112466161782;1.4144399922455158;0.11458417898596114;9624464;4295;TIME_LIMIT;1.417507e6;950;rounding
2;80;26;40;3600.064;-11.945004391158015;-11.945004391158015;0.8349601473729322;0.06990036336788542;9563789;9019;TIME_LIMIT;43844.0;77;rounding
3;80;26;40;3600.014;-12.356784360204946;-12.356784360204946;1.3234014649508143;0.10709917939596258;9318138;4783;TIME_LIMIT;3.575506e6;2372;rounding
4;80;26;40;3600.016;-12.124800005151789;-12.124800005151789;1.170215619925365;0.0965142203935854;9758851;8351;TIME_LIMIT;3.416506e6;3971;rounding
5;80;26;40;3600.007;-12.395598957503704;-12.395598957503704;2.2759134321196193;0.18360657197140842;9852082;3633;TIME_LIMIT;3.204873e6;1640;rounding
1;100;33;50;3600.08;-11.09852982670495;-11.09852982670495;0.9412468246419952;0.084808243915081;6629954;8071;TIME_LIMIT;3.416856e6;3842;rounding
2;100;33;50;3600.953;-10.892841147858256;-10.892841147858256;0.6735671015373068;0.061835759137068035;6592888;11153;TIME_LIMIT;1.958413e6;3359;rounding
3;100;33;50;3602.175;-10.59612276732523;-10.59612276732523;0.5455326304077968;0.05148417420096625;5791530;20505;TIME_LIMIT;3.441458e6;9864;vertex
4;100;33;50;3600.08;-10.988723023437029;-10.988723023437029;1.1516882933124126;0.10480638112873193;6403143;6179;TIME_LIMIT;3.452161e6;2972;vertex
5;100;33;50;3602.35;-10.075350734694235;-10.075350734694235;0.5218463698169131;0.051794362653793016;5531024;25335;TIME_LIMIT;3.051113e6;10997;vertex
1;150;50;75;3600.077;-9.094633895380724;-9.094633895380724;0.1256021423480007;0.01381057707136464;3122078;3811;TIME_LIMIT;1.716443e6;1149;rounding_lmo_01
2;150;50;75;395.976;-8.318541096633986;-8.318541096633986;0.08312581146097209;0.009992835341597112;308734;4095;OPTIMAL;54027.0;257;vertex
3;150;50;75;3600.065;-9.083990081905064;-9.083990081905064;0.19288365556435494;0.021233362633075886;3119574;3275;TIME_LIMIT;3.498928e6;1604;rounding
4;150;50;75;3600.023;-9.455699525458055;-9.455699525458055;0.44075498807248437;0.046612626266921614;3049000;2533;TIME_LIMIT;362265.0;286;rounding
5;150;50;75;573.625;-8.279314738921702;-8.279314738921702;0.08277782738324291;0.009998149604592022;447264;4263;OPTIMAL;28009.0;130;rounding
1;200;66;100;3600.035;-9.211620612037251;-9.211620612037251;0.5266154414419297;0.05716859862354481;1738888;1037;TIME_LIMIT;668826.0;142;rounding
2;200;66;100;3600.029;-9.343036242547814;-9.343036242547814;0.3296077314452788;0.035278438709705345;1767853;1843;TIME_LIMIT;984431.0;372;rounding
3;200;66;100;3600.031;-9.278312029980714;-9.278312029980714;0.6267460701599923;0.06754957886033662;1733167;827;TIME_LIMIT;2.437241e6;312;rounding
4;200;66;100;3600.299;-8.391353562650892;-8.391353562650892;0.17848145549271344;0.021269686011934623;1730102;3107;TIME_LIMIT;1.930592e6;1036;rounding
5;200;66;100;3600.016;-9.519595472893894;-9.519595472893894;0.6847489645287563;0.07193046873457085;1786463;1143;TIME_LIMIT;2.310606e6;401;rounding
