seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source;avg_fixed_to_one;avg_fixed_to_zero;avg_pruned_nodes
1;45;10;9;746.233;-0.12260807282096142;-0.12260807282096142;0.006129151676185829;0.04998978888719611;975842;36737;OPTIMAL;6857.0;246;vertex;0.0;0.0;0.0
2;45;10;9;468.565;-0.19251549888412633;-0.19251549888412633;0.009625733154806887;0.04999978292968788;914912;22223;OPTIMAL;53.0;4;vertex;0.0;0.0;0.0
3;45;10;9;1681.407;-0.16058321930514108;-0.16058321930514108;0.008027543935548026;0.0499899302697005;1960239;53705;OPTIMAL;1.473273e6;39442;vertex;0.0;0.0;0.0
1;66;12;11;3600.027;-1.1405893450853894;-1.1405893450853894;1.004723117590312;0.880880679728859;9119531;23387;TIME_LIMIT;2.149297e6;6641;vertex;0.0;0.0;0.0
2;66;12;11;3600.012;-1.4193691295910305;-1.4193691295910305;0.7447994479850233;0.5247397822436971;9233250;21045;TIME_LIMIT;1.666538e6;4561;vertex;0.0;0.0;0.0
3;66;12;11;3600.014;-1.1310516669218238;-1.1310516669218238;1.0009112880131266;0.8849386082751848;9364236;18449;TIME_LIMIT;3.264048e6;8346;vertex;0.0;0.0;0.0
1;105;15;14;3600.085;-0.9650020001527808;-0.9650020001527808;2.0892805443729703;2.16505307143632;6707933;10991;TIME_LIMIT;2.870217e6;4379;vertex;0.0;0.0;0.0
2;105;15;14;3600.066;-0.9408793208278723;-0.9408793208278723;1.99064198218664;2.115725086225819;6592042;10691;TIME_LIMIT;1.598682e6;2368;vertex;0.0;0.0;0.0
3;105;15;14;3600.274;-0.8178585454204704;-0.8178585454204704;2.0644018060426883;2.5241550847663463;6249804;10565;TIME_LIMIT;2.205188e6;3248;vertex;0.0;0.0;0.0
1;300;25;24;3602.248;-0.7163517990518531;-0.7163517990518531;3.825973594138621;5.340914337344573;2402825;3291;TIME_LIMIT;1.637025e6;837;follow_gradient;0.0;0.0;0.0
2;300;25;24;3602.175;-0.7194822549733599;-0.7194822549733599;3.979594331470774;5.531191775700049;2351524;3339;TIME_LIMIT;2.904883e6;1378;follow_gradient;0.0;0.0;0.0
3;300;25;24;3602.411;-0.7093124110015403;-0.7093124110015403;3.922271454895715;5.529681130712935;2307782;3507;TIME_LIMIT;3.369401e6;1651;vertex;0.0;0.0;0.0
1;780;40;39;3600.891;-0.542270797146021;-0.542270797146021;5.807441804070432;10.70948654184419;1077084;893;TIME_LIMIT;1.43587e6;184;follow_gradient;0.0;0.0;0.0
2;780;40;39;3600.779;-0.4959773676696345;-0.4959773676696345;6.185795059231227;12.47193009692233;1000402;1167;TIME_LIMIT;1.470192e6;267;follow_gradient;0.0;0.0;0.0
3;780;40;39;3600.816;-0.5013839305039137;-0.5013839305039137;5.848627913412543;11.664968814485949;979385;1217;TIME_LIMIT;585767.0;123;vertex;0.0;0.0;0.0
1;1770;60;59;3600.306;-0.29014348961872094;-0.29014348961872094;7.3018313812942;25.166276833885103;450829;443;TIME_LIMIT;370693.0;35;follow_gradient;0.0;0.0;0.0
2;1770;60;59;3600.3;-0.3214747645447943;-0.3214747645447943;7.244643147096749;22.535651149337045;435858;407;TIME_LIMIT;512510.0;42;follow_gradient;0.0;0.0;0.0
3;1770;60;59;3600.318;-0.3911196257810742;-0.3911196257810742;7.411253264485754;18.94881457223049;449250;421;TIME_LIMIT;3.108713e6;186;follow_gradient;0.0;0.0;0.0
1;4950;100;99;3600.139;-0.08739257967834912;-0.08739257967834912;4.58452061061527;52.45892302857666;134712;325;TIME_LIMIT;1.295878e6;80;vertex;0.0;0.0;0.0
2;4950;100;99;3600.152;-0.08789706804081483;-0.08789706804081483;4.60317462371072;52.37005882350074;132050;321;TIME_LIMIT;1.97353e6;106;vertex;0.0;0.0;0.0
3;4950;100;99;3600.147;-0.10017455382508372;-0.10017455382508372;4.633763389336948;46.256890721250734;131504;303;TIME_LIMIT;1.768096e6;92;vertex;0.0;0.0;0.0
