seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source;avg_fixed_to_one;avg_fixed_to_zero
1;150;12;9;3605.035;-3.4394089046603893e-15;-3.4394089046603893e-15;1.4982804868394466;4.3562150601205944e14;7414576;79027;TIME_LIMIT;305150.0;10048;vertex;0.0;0.0
