seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source
1;50;7;5;3604.84;-1.5574086704575914e-15;-7.787043352287957e-14;0.18148247833871517;1.1652848849582475e14;8799846;119379;TIME_LIMIT;1.323715e6;51626;vertex
2;50;7;5;3605.021;-1.509792458075966e-15;-7.54896229037983e-14;0.1649832853172996;1.0927547321805364e14;8387065;124477;TIME_LIMIT;474157.0;30912;vertex
3;50;7;5;3606.08;-1.6314020379823574e-15;-8.157010189911786e-14;0.20199265328314334;1.2381537388108116e14;8901486;111157;TIME_LIMIT;808199.0;35428;vertex
1;50;7;10;3600.656;-0.6598948947686418;-32.99474473843209;0.09563300528756857;0.1449215716710422;5830939;135941;TIME_LIMIT;155636.0;12126;vertex
2;50;7;10;3600.691;-0.6785467060591251;-33.92733530295626;0.09610465283882808;0.14163306958924946;5437290;132519;TIME_LIMIT;49949.0;5282;rounding
3;50;7;10;3600.534;-0.6964447883728754;-34.82223941864377;0.12435356449356649;0.1785548065972285;7362133;141789;TIME_LIMIT;13512.0;1997;rounding
1;50;7;20;3601.34;-1.4151837065037896;-70.75918532518948;0.15149572548431878;0.10705021884302843;5353419;138027;TIME_LIMIT;89760.0;8880;vertex
2;50;7;20;3601.068;-1.5519778696938449;-77.59889348469224;0.13222976835114308;0.08520080790664093;3565519;124387;TIME_LIMIT;13314.0;2222;vertex
3;50;7;20;3600.976;-1.6341773859338198;-81.70886929669099;0.16245498968675043;0.09941086633867387;5326863;118547;TIME_LIMIT;17579.0;2453;vertex
1;100;10;7;3603.28;-2.2164316020422916e-15;-2.2164316020422916e-13;0.5148164648931259;2.3227266044156628e14;4297328;80387;TIME_LIMIT;2.318616e6;35922;vertex
2;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
3;100;10;7;3603.647;-2.1674163457072547e-15;-2.1674163457072548e-13;0.5225839908626699;2.411091860120416e14;3529911;63539;TIME_LIMIT;235830.0;7485;vertex
1;100;10;15;3603.107;-0.8956026011644251;-89.56026011644252;0.46664385562044775;0.5210389686382519;7371261;70737;TIME_LIMIT;1.348398e6;17831;rounding
2;100;10;15;3602.933;-0.824470541573064;-82.4470541573064;0.4514799828777496;0.5475998960694701;6113944;76391;TIME_LIMIT;3.446476e6;37199;rounding
3;100;10;15;3602.755;-0.8885112085901905;-88.85112085901905;0.4635934194986031;0.5217642895402427;8733412;78927;TIME_LIMIT;2.075325e6;27769;rounding
