seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source;avg_fixed_to_one;avg_fixed_to_zero;avg_pruned_nodes
1;45;10;9;11.311;-0.10718784042054183;-0.10718784042054183;0.0053257378350716755;0.049686026084457185;112154;3914;OPTIMAL;909.0;349;vertex;0.0;0.0;0.0
2;45;10;9;46.986;-0.15881491537077885;-0.15881491537077885;0.007923643310567552;0.04989231201659201;163776;3825;OPTIMAL;14249.0;1012;vertex;0.0;0.0;0.0
3;45;10;9;43.126;-0.16058321930514108;-0.16058321930514108;0.007994276232216324;0.04978276227620993;150546;3741;OPTIMAL;4110.0;64;follow_gradient;0.0;0.0;0.0
1;66;12;11;3600.022;-1.1489083711197567;-1.1489083711197567;0.09116268949046247;0.07934722366206878;13011030;20892;TIME_LIMIT;3.314883e6;17565;vertex;0.0;0.0;0.0
2;66;12;11;2741.795;-1.4193691295910305;-1.4193691295910305;0.07091015818617463;0.049958926615944026;10044801;16110;OPTIMAL;249696.0;1436;vertex;0.0;0.0;0.0
3;66;12;11;3600.007;-1.137768380188044;-1.137768380188044;0.42602482324353064;0.37443897252015357;13226186;16605;TIME_LIMIT;189412.0;956;vertex;0.0;0.0;0.0
1;105;15;14;3600.287;-0.9896097179261771;-0.9896097179261771;2.0267307633509724;2.0480101666727593;8073926;12836;TIME_LIMIT;3.170417e6;6056;vertex;0.0;0.0;0.0
2;105;15;14;3600.023;-1.1207001394054652;-1.1207001394054652;1.7644694290619234;1.5744349153003405;8918223;14619;TIME_LIMIT;152445.0;425;follow_gradient;0.0;0.0;0.0
3;105;15;14;3600.467;-0.8640276259932644;-0.8640276259932644;2.0175978286139338;2.3351080080275834;7803399;12330;TIME_LIMIT;462761.0;995;vertex;0.0;0.0;0.0
1;300;25;24;3602.492;-0.8369011205869086;-0.8369011205869086;3.707953923714971;4.430575885852116;2463910;3335;TIME_LIMIT;749239.0;426;follow_gradient;0.0;0.0;0.0
2;300;25;24;3602.416;-0.6029618241299026;-0.6029618241299026;4.079853345098093;6.766354322656298;2451050;3573;TIME_LIMIT;3.488705e6;1735;follow_gradient;0.0;0.0;0.0
3;300;25;24;3602.304;-0.5867463528780348;-0.5867463528780348;4.045078925343481;6.894084480460878;2453951;3683;TIME_LIMIT;2.40568e6;1293;follow_gradient;0.0;0.0;0.0
1;780;40;39;3600.818;-0.5090551667029906;-0.5090551667029906;5.907285667483981;11.604411572411367;950029;899;TIME_LIMIT;865799.0;135;follow_gradient;0.0;0.0;0.0
2;780;40;39;3600.816;-0.5961427724931558;-0.5961427724931558;6.1142685157139836;10.25638286302327;904631;1085;TIME_LIMIT;1.474051e6;261;follow_gradient;0.0;0.0;0.0
3;780;40;39;3600.853;-0.435119462725424;-0.435119462725424;5.921831804201604;13.609668864521678;913555;1143;TIME_LIMIT;2.701212e6;453;follow_gradient;0.0;0.0;0.0
1;1770;60;59;3600.258;-0.3962111381297371;-0.3962111381297371;7.54778766848677;19.049912892694326;345807;417;TIME_LIMIT;1.419103e6;99;vertex;0.0;0.0;0.0
2;1770;60;59;3600.211;-0.26141774555436403;-0.26141774555436403;7.735394779866368;29.590167122980287;345520;387;TIME_LIMIT;1.598496e6;101;follow_gradient;0.0;0.0;0.0
3;1770;60;59;3600.267;-0.41435901593634406;-0.41435901593634406;7.836183750750744;18.911580174122673;349699;399;TIME_LIMIT;1.94581e6;122;vertex;0.0;0.0;0.0
1;4950;100;99;3600.107;-0.08681615544047874;-0.08681615544047874;5.032876713481008;57.971660780712114;94564;373;TIME_LIMIT;1.608338e6;104;vertex;0.0;0.0;0.0
2;4950;100;99;3600.11;-0.10016984564461189;-0.10016984564461189;5.0351826877683425;50.26645149911124;97644;379;TIME_LIMIT;1.469969e6;101;vertex;0.0;0.0;0.0
3;4950;100;99;3600.097;-0.07790823900329208;-0.07790823900329208;5.086458394007291;65.2878111362825;93925;351;TIME_LIMIT;2.486068e6;135;vertex;0.0;0.0;0.0
