seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source;avg_fixed_to_one;avg_fixed_to_zero;avg_pruned_nodes
1;45;10;9;3615.799;-0.09831255592111221;-0.09831255592111221;0.10955178163275858;1.1143213662420184;12388893;26961;TIME_LIMIT;29.0;1;vertex;0.0;0.0;0.0
2;45;10;9;2359.233;-0.1303696039355848;-0.1303696039355848;0.00642365296930833;0.049272627785862076;15018114;14039;OPTIMAL;7410.0;153;follow_gradient;0.0;0.0;0.0
3;45;10;9;3620.002;-0.16058321930514108;-0.16058321930514108;0.04850422290475004;0.302050383063887;16212282;22909;TIME_LIMIT;85527.0;558;follow_gradient;0.0;0.0;0.0
1;66;12;11;46.967;-0.6389945987148511;-0.6389945987148511;0.011616517655551606;0.01817936752347328;341468;137;OPTIMAL;10320.0;20;follow_gradient;0.0;0.0;0.0
2;66;12;11;0.724;-2.2970322503150124e-15;-2.2970322503150124e-15;0.4431914287245818;1.929408821594921e14;5007;1;OPTIMAL;722.0;1;vertex;0.0;0.0;0.0
3;66;12;11;18.316;-1.1211700501495696;-1.1211700501495696;0.0;0.0;141955;73;OPTIMAL;18286.0;71;follow_gradient;0.0;0.0;0.0
1;105;15;14;3603.78;-0.896002661366178;-0.896002661366178;0.11169630060361135;0.12466067950434731;16721657;6951;TIME_LIMIT;481054.0;862;follow_gradient;0.0;0.0;0.0
2;105;15;14;3683.464;-0.4437492000974211;-0.4437492000974211;0.2590106104689876;0.5836869348995428;12852335;8311;TIME_LIMIT;1.541912e6;2390;follow_gradient;0.0;0.0;0.0
3;105;15;14;1716.335;-0.7077954049619077;-0.7077954049619077;0.03526017589402919;0.049816904216730296;7605055;4525;OPTIMAL;31729.0;66;follow_gradient;0.0;0.0;0.0
1;300;25;24;3602.851;-0.26630202697249017;-0.26630202697249017;4.275555846581608;16.055288407636816;2623818;3679;TIME_LIMIT;2.262703e6;1214;vertex;0.0;0.0;0.0
2;300;25;24;3602.948;-0.2401899089735391;-0.2401899089735391;4.452025420089258;18.53543905784869;2668010;3505;TIME_LIMIT;661831.0;401;vertex;0.0;0.0;0.0
3;300;25;24;3602.758;-0.2601482250389771;-0.2601482250389771;4.369533456943845;16.796322390011206;2615205;3631;TIME_LIMIT;1.573891e6;876;vertex;0.0;0.0;0.0
1;780;40;39;3601.014;-8.619634901548827e-15;-8.619634901548827e-15;6.457371832682973;7.491467917652376e14;1084063;973;TIME_LIMIT;2.223478e6;308;vertex;0.0;0.0;0.0
2;780;40;39;3601.055;-7.25207881081761e-15;-7.25207881081761e-15;6.685933521605304;9.219333788309344e14;1042512;1107;TIME_LIMIT;2.414614e6;390;vertex;0.0;0.0;0.0
3;780;40;39;3601.076;-0.10034522171994782;-0.10034522171994782;6.254834389056776;62.3331562963039;1046075;1199;TIME_LIMIT;1.80014e6;332;vertex;0.0;0.0;0.0
1;1770;60;59;3600.334;-5.441697068323918e-15;-5.441697068323918e-15;7.602205769732737;1.3970284773816472e15;405618;353;TIME_LIMIT;3.459173e6;170;vertex;0.0;0.0;0.0
2;1770;60;59;3600.331;-2.905348652151846e-15;-2.905348652151846e-15;7.572106460115191;2.60626429619967e15;405991;323;TIME_LIMIT;2.088011e6;103;vertex;0.0;0.0;0.0
3;1770;60;59;3600.341;-4.620340628362973e-15;-4.620340628362973e-15;7.8071765635742985;1.6897404740352335e15;410117;341;TIME_LIMIT;3.056481e6;149;vertex;0.0;0.0;0.0
1;4950;100;99;3600.091;-2.9919197730004e-15;-2.9919197730004e-15;4.802436592605745;1.6051354838935725e15;114622;221;TIME_LIMIT;3.222667e6;101;vertex;0.0;0.0;0.0
2;4950;100;99;3600.089;-4.056730033860338e-15;-4.056730033860338e-15;4.81928278039927;1.1879722683476908e15;114345;223;TIME_LIMIT;1.212244e6;52;vertex;0.0;0.0;0.0
3;4950;100;99;3600.095;-2.812480711348706e-15;-2.812480711348706e-15;4.854621885507331;1.7260996194279072e15;121270;219;TIME_LIMIT;228554.0;17;vertex;0.0;0.0;0.0
