seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source;avg_fixed_to_one;avg_fixed_to_zero;avg_pruned_nodes
1;50;7;5;3603.199;-1.4741404771645778e-15;-1.4741404771645778e-15;0.20112392713013535;1.3643470906991534e14;4753482;111493;TIME_LIMIT;55076.0;6766;vertex;0.0;0.0;0.0
2;50;7;5;3602.885;-1.509792458075966e-15;-1.509792458075966e-15;0.17585562553398032;1.1647668829799655e14;4421961;117559;TIME_LIMIT;1.429389e6;47180;sr_rounding;0.0;0.0;0.0
3;50;7;5;3603.553;-1.5449267409195872e-15;-1.5449267409195872e-15;0.2347304586279545;1.5193630378113322e14;4586997;105377;TIME_LIMIT;33759.0;5104;vertex;0.0;0.0;0.0
4;50;7;5;3603.602;-1.775184832490256e-15;-1.775184832490256e-15;0.20243682651039546;1.1403704155494278e14;4472856;106747;TIME_LIMIT;240693.0;15161;vertex;0.0;0.0;0.0
5;50;7;5;3603.475;-1.6089184460021125e-15;-1.6089184460021125e-15;0.23970823674556663;1.4898718909041078e14;4573981;100843;TIME_LIMIT;603650.0;23252;vertex;0.0;0.0;0.0
1;50;7;10;3601.501;-0.6563349813967121;-0.6563349813967121;0.2071469703337716;0.3156116559457992;2548317;125411;TIME_LIMIT;7893.0;1123;vertex;0.0;0.0;0.0
2;50;7;10;3601.62;-0.6785467060591251;-0.6785467060591251;0.26047522746968055;0.3838722156393226;2346398;127351;TIME_LIMIT;2.266517e6;51690;vertex;0.0;0.0;0.0
3;50;7;10;3602.178;-0.6964447883728754;-0.6964447883728754;0.3206913110605215;0.4604691088431606;2754557;113399;TIME_LIMIT;147422.0;10555;sr_rounding;0.0;0.0;0.0
4;50;7;10;3601.441;-0.6856937571458355;-0.6856937571458355;0.24410132628979397;0.355991758341002;2165952;112999;TIME_LIMIT;11071.0;2042;vertex;0.0;0.0;0.0
5;50;7;10;3601.746;-0.6526737887860717;-0.6526737887860717;0.31582335886877666;0.48389159223964906;2768290;119605;TIME_LIMIT;283600.0;15380;vertex;0.0;0.0;0.0
1;50;7;20;3601.495;-1.4151837065037896;-1.4151837065037896;0.23308824968795738;0.16470529487920813;2616045;125803;TIME_LIMIT;3.22618e6;60646;vertex;0.0;0.0;0.0
2;50;7;20;3601.287;-1.5505104781410823;-1.5505104781410823;0.22601657943178433;0.14576914030452548;2372965;130163;TIME_LIMIT;11462.0;2225;vertex;0.0;0.0;0.0
3;50;7;20;3602.358;-1.6247267883900074;-1.6247267883900074;0.3743242692971023;0.23039213237077966;2429816;122213;TIME_LIMIT;227704.0;14751;vertex;0.0;0.0;0.0
