seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source;avg_fixed_to_one;avg_fixed_to_zero;avg_pruned_nodes
3;66;12;11;3600.022;-1.0461921565797483;-0.011733863212127191;1.1377401643034428;1.0875059205404358;8533940;9293;TIME_LIMIT;1.117178e6;1757;vertex;0.0;0.0;0.0
