seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source;avg_fixed_to_one;avg_fixed_to_zero
4;50;7;10;3600.042;-22.993689716100974;-22.993689716100974;2.3814044621050243;0.10356773930186085;28982089;147595;TIME_LIMIT;135757.0;950;vertex;0.0;0.0
