seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source;avg_fixed_to_one;avg_fixed_to_zero;avg_pruned_nodes
1;80;26;40;3600.029;-3.245859869903283;-3.245859869903283;0.20911214981479498;0.06442426912934658;30435613;87237;TIME_LIMIT;1.084437e6;15777;rounding;0.0;0.0;0.0
2;80;26;40;3600.022;-2.7110445840714426;-2.7110445840714426;0.05288484473535071;0.01950718370552517;15047150;26551;TIME_LIMIT;2.257059e6;8742;rounding;0.0;0.0;0.0
3;80;26;40;3600.041;-3.3992870015585863;-3.3992870015585863;0.3519796132792834;0.10354512964568728;13535982;57421;TIME_LIMIT;35263.0;533;rounding;0.0;0.0;0.0
4;80;26;40;3600.028;-3.3067917318749385;-3.3067917318749385;0.3981562826293801;0.12040561211988605;14371078;38973;TIME_LIMIT;958563.0;6700;rounding_lmo_01;0.0;0.0;0.0
5;80;26;40;3600.05;-3.215991586704659;-3.215991586704659;0.29162366524438355;0.0906792376105693;13515761;53801;TIME_LIMIT;459131.0;4660;rounding;0.0;0.0;0.0
1;100;33;50;5.624;-1.794205035482314;-1.794205035482314;0.01790704549714328;0.009980490046016146;10661;293;OPTIMAL;5621.0;146;vertex;0.0;0.0;0.0
2;100;33;50;3600.031;-2.97409658733024;-2.97409658733024;0.38172967887319986;0.1283514733513976;9528464;27625;TIME_LIMIT;2.649947e6;10485;rounding;0.0;0.0;0.0
3;100;33;50;3600.02;-2.9831919688039945;-2.9831919688039945;0.4303255942048003;0.14425005118840012;9352005;20063;TIME_LIMIT;2.148823e6;6390;rounding;0.0;0.0;0.0
4;100;33;50;3600.042;-3.0243607671145245;-3.0243607671145245;0.48494758765973467;0.16034713613958576;9293473;29761;TIME_LIMIT;2.248391e6;10126;rounding;0.0;0.0;0.0
5;100;33;50;3600.054;-2.9297525312211596;-2.9297525312211596;0.18206148856876236;0.06214227537261542;8943909;33541;TIME_LIMIT;1.545843e6;8055;rounding;0.0;0.0;0.0
1;150;50;75;3600.037;-2.527133636623937;-2.527133636623937;0.3507695637862889;0.1388013513424209;4754827;7369;TIME_LIMIT;167835.0;395;rounding;0.0;0.0;0.0
2;150;50;75;3600.078;-2.532300138130651;-2.532300138130651;0.8077442505498391;0.3189765061364793;4532427;13955;TIME_LIMIT;818118.0;2267;hyperplane_aware_rounding;0.0;0.0;0.0
3;150;50;75;3600.075;-2.550418983607894;-2.550418983607894;0.7104891344438005;0.27857741767539806;4541983;17123;TIME_LIMIT;2988.0;33;rounding_lmo_01;0.0;0.0;0.0
4;150;50;75;3600.187;-2.5071268191523393;-2.5071268191523393;0.6815583000965986;0.2718483544151284;4411947;19239;TIME_LIMIT;3.201369e6;8763;rounding_lmo_01;0.0;0.0;0.0
5;150;50;75;3600.485;-2.3457147121583555;-2.3457147121583555;0.11086318784595717;0.04726200815100356;3980078;33633;TIME_LIMIT;2.457336e6;11890;rounding;0.0;0.0;0.0
1;200;66;100;3600.137;-2.249776279425001;-2.249776279425001;0.6345693640649719;0.28205887397264023;2615405;8781;TIME_LIMIT;1.064368e6;1480;rounding;0.0;0.0;0.0
2;200;66;100;3600.261;-2.3004770829267347;-2.3004770829267347;0.2357235209787012;0.1024672328744987;2577335;14319;TIME_LIMIT;2.087823e6;4505;rounding;0.0;0.0;0.0
3;200;66;100;3600.622;-2.2828885534262673;-2.2828885534262673;0.2095155250425189;0.09177650162907343;2315077;16573;TIME_LIMIT;2.674179e6;6486;rounding;0.0;0.0;0.0
4;200;66;100;3600.442;-2.2740535839373095;-2.2740535839373095;0.1996597107667588;0.08779903524571608;2178435;21575;TIME_LIMIT;3.326278e6;10032;rounding;0.0;0.0;0.0
5;200;66;100;3600.169;-2.443023960165158;-2.443023960165158;0.7113662503960803;0.29118267442124846;2421115;10597;TIME_LIMIT;3.516889e6;5193;rounding;0.0;0.0;0.0
