seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source
2;150;12;18;3600.006;-125.34504572952531;-125.34504572952531;183.35883661280778;1.4628327393845866;11142620;2241;TIME_LIMIT;178865.0;58;vertex
