seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;avg_fixed_to_one;avg_fixed_to_zero;solution_source
1;80;26;40;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
2;80;26;40;3600.055;-11.945004391158015;-11.945004391158015;0.7511971882029975;0.06288797924252351;9134982;32045;TIME_LIMIT;14122.0;170;;;rounding
3;80;26;40;3600.007;-12.352642829842733;-12.352642829842733;1.3039851609796411;0.10556325305782704;9222775;9475;TIME_LIMIT;1.642685e6;2729;;;rounding
4;80;26;40;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;80;26;40;3600.006;-12.376029434801838;-12.376029434801838;2.0960583834181232;0.16936436637132843;10048894;8845;TIME_LIMIT;3.007063e6;3762;;;rounding
1;100;33;50;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
2;100;33;50;3600.681;-10.892841147858256;-10.892841147858256;0.5669940414235057;0.052051988432328125;5555523;43513;TIME_LIMIT;1.0694e6;8270;;;rounding
3;100;33;50;3601.271;-10.59612276732523;-10.59612276732523;0.46283348754699816;0.043679513507923505;4313535;63597;TIME_LIMIT;3.191311e6;29101;;;rounding
4;100;33;50;3600.052;-10.981492193229226;-10.981492193229226;1.0686543509645485;0.09731412927866402;6047981;19999;TIME_LIMIT;934155.0;3523;;;rounding
5;100;33;50;3601.732;-10.075350734694235;-10.075350734694235;0.4475662009923038;0.0444218978353895;3839487;70943;TIME_LIMIT;3.13508e6;32201;;;rounding
1;150;50;75;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
2;150;50;75;191.438;-8.318541096633986;-8.318541096633986;0.08318295644630247;0.009999704933832882;142603;4163;OPTIMAL;5494.0;64;;;rounding
3;150;50;75;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;150;50;75;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;150;50;75;182.353;-8.279314738921702;-8.279314738921702;0.08278839197191168;0.009999425626702778;116614;4283;OPTIMAL;84883.0;1040;;;rounding
1;200;66;100;3600.014;-9.229224884105232;-9.229224884105232;0.3535555787957332;0.03830826350375687;1660385;5431;TIME_LIMIT;15169.0;53;;;rounding
2;200;66;100;3600.016;-9.34541401617636;-9.34541401617636;0.2229037101397342;0.023851667754248344;1650875;6521;TIME_LIMIT;227600.0;508;;;rounding
3;200;66;100;3600.015;-9.299816164285865;-9.299816164285865;0.4235291485136834;0.045541668892355607;1649531;4247;TIME_LIMIT;1.616754e6;1270;;;rounding
4;200;66;100;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;200;66;100;3600.017;-9.532229507298428;-9.532229507298428;0.5601398523460617;0.058762732466437796;1659916;4051;TIME_LIMIT;2.246968e6;1554;;;rounding
