seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source;avg_fixed_to_one;avg_fixed_to_zero;avg_pruned_nodes
1;80;26;40;3600.041;-12.365887101484834;-12.365887101484834;0.3210414852427199;0.025961864491239845;14994634;44899;TIME_LIMIT;1.238581e6;9232;hyperplane_aware_rounding;0.0;0.0;0.0
2;80;26;40;3600.091;-11.945004391158015;-11.945004391158015;0.28664600086110603;0.023997144871147007;13724975;50685;TIME_LIMIT;4884.0;97;rounding;0.0;0.0;0.0
3;80;26;40;3600.027;-12.420115501771015;-12.420115501771015;0.3398535892287917;0.027363158513327122;14247650;40379;TIME_LIMIT;357764.0;3002;rounding;0.0;0.0;0.0
4;80;26;40;3600.054;-12.1521546637453;-12.1521546637453;0.2690675438137582;0.02214155030601227;13985073;54185;TIME_LIMIT;65767.0;974;rounding;0.0;0.0;0.0
5;80;26;40;3600.031;-12.487097342491666;-12.487097342491666;0.4032232797655144;0.032291193758329076;15026604;29923;TIME_LIMIT;1.774139e6;8166;rounding;0.0;0.0;0.0
1;100;33;50;3600.075;-11.114473744404638;-11.114473744404638;0.3706675573963132;0.03334998722570364;9176305;37823;TIME_LIMIT;2.835143e6;15473;rounding;0.0;0.0;0.0
2;100;33;50;3600.177;-10.894178613119546;-10.894178613119546;0.20815832200170803;0.019107298438363122;8995341;31361;TIME_LIMIT;83339.0;597;rounding;0.0;0.0;0.0
3;100;33;50;1119.922;-10.596137269033417;-10.596137269033417;0.10596064135650352;0.00999993098109131;2675185;17879;OPTIMAL;490429.0;4414;vertex;0.0;0.0;0.0
4;100;33;50;3600.085;-10.99337246192156;-10.99337246192156;0.39502138399035047;0.035932684474997194;8952447;34627;TIME_LIMIT;1.460453e6;8206;rounding;0.0;0.0;0.0
5;100;33;50;50.373;-10.06854578801785;-10.06854578801785;0.10066898220483367;0.009998363648962649;118047;1459;OPTIMAL;37714.0;597;rounding;0.0;0.0;0.0
1;150;50;75;3.966;-9.061265792967237;-9.061265792967237;0.09053819647566641;0.009991782444560476;3293;79;OPTIMAL;2759.0;25;rounding;0.0;0.0;0.0
2;150;50;75;0.114;-8.279729442250552;-8.279729442250552;0.07633155759392629;0.009219088392479919;114;5;OPTIMAL;113.0;2;vertex;0.0;0.0;0.0
3;150;50;75;294.314;-9.083644801596407;-9.083644801596407;0.09082501058615478;0.009998740876590938;369732;2795;OPTIMAL;44810.0;265;rounding_lmo_01;0.0;0.0;0.0
4;150;50;75;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
5;150;50;75;0.161;-8.231249911495691;-8.231249911495691;0.08118104352088373;0.009862541460138029;180;9;OPTIMAL;161.0;4;vertex;0.0;0.0;0.0
1;200;66;100;3600.014;-9.234153015917496;-9.234153015917496;0.172977225109463;0.01873233254975212;2534845;7773;TIME_LIMIT;226831.0;568;rounding;0.0;0.0;0.0
2;200;66;100;3600.011;-9.342778086282443;-9.342778086282443;0.10820877525796746;0.011582077007356651;2526911;7223;TIME_LIMIT;43524.0;162;rounding;0.0;0.0;0.0
3;200;66;100;3600.013;-9.28837698249771;-9.28837698249771;0.16886934788973207;0.018180716416650214;2546891;5495;TIME_LIMIT;3.561787e6;2725;rounding;0.0;0.0;0.0
4;200;66;100;2.947;-8.36243406612417;-8.36243406612417;0.07884941940186785;0.009429003419146008;1597;53;OPTIMAL;2946.0;26;rounding_lmo_01;0.0;0.0;0.0
5;200;66;100;3600.011;-9.521185757012788;-9.521185757012788;0.1822746783514706;0.01914411534479484;2559635;5345;TIME_LIMIT;322985.0;611;rounding;0.0;0.0;0.0
