seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source;avg_fixed_to_one;avg_fixed_to_zero;avg_pruned_nodes
2;150;12;44;3600.002;-423.39039488962794;-423.39039488962794;36.57368542914338;0.08638288886708835;32629544;6673;TIME_LIMIT;2.659929e6;2463;vertex;0.0;0.0;0.0
