seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source
4;150;12;18;3600.017;-0.9652713506234872;-144.7907025935231;0.607544451100292;0.629402758828248;258658;12577;TIME_LIMIT;2.268229e6;3931;rounding
5;150;12;18;3600.009;-1.0931610449562763;-163.97415674344145;0.5795433376692771;0.5301536679734663;268203;13295;TIME_LIMIT;537834.0;1011;rounding
1;150;12;44;3600.006;-3.36426383163148;-504.639574744722;0.7061695953937588;0.20990315585662792;239863;11789;TIME_LIMIT;2.928515e6;4812;rounding
2;150;12;44;3600.008;-3.3993874167480573;-509.9081125122086;0.6460609032104889;0.19005215469925096;258516;12489;TIME_LIMIT;1.598019e6;2737;rounding
3;150;12;44;3600.008;-3.4674233060153767;-520.1134959023066;0.6021607551904342;0.1736623140721786;263900;12507;TIME_LIMIT;2.559643e6;4370;rounding
4;150;12;44;3600.006;-3.3424657832009204;-501.36986748013805;0.5835201934645542;0.17457776124360044;253508;12675;TIME_LIMIT;2.724951e6;4734;rounding
5;150;12;44;3600.011;-3.586879875834372;-538.0319813751557;0.6614811097998734;0.18441685606937175;259879;12515;TIME_LIMIT;2.943702e6;5090;rounding
1;50;7;10;3600.287;-0.6598948947686437;-32.99474473843219;0.10112822642512953;0.15324899044806922;1005510;123039;TIME_LIMIT;428648.0;13737;rounding
1;50;7;10;3600.593;-0.6598948947686437;-32.99474473843219;0.1020207057779925;0.15460144727102415;976610;121845;TIME_LIMIT;3.572166e6;62347;vertex
2;50;7;10;3600.415;-0.6785467060591239;-33.927335302956195;0.09861001035823258;0.1453253099273617;1003077;125845;TIME_LIMIT;102818.0;4589;rounding
2;50;7;10;3600.508;-0.6785467060591239;-33.927335302956195;0.10065033202542617;0.1483322093035939;960779;122339;TIME_LIMIT;301071.0;11569;vertex
3;50;7;10;3600.747;-0.6964447883728743;-34.82223941864371;0.13498973248380974;0.1938268973182935;1021662;118941;TIME_LIMIT;39780.0;1666;rounding
3;50;7;10;3600.995;-0.6964447883728743;-34.82223941864371;0.13590452685631804;0.1951404176256901;970384;113699;TIME_LIMIT;96842.0;3307;vertex
4;50;7;10;3601.027;-0.6856937571458357;-34.284687857291786;0.08545103330600923;0.12461982104328129;988995;123557;TIME_LIMIT;1757.0;125;rounding
4;50;7;10;3601.013;-0.6856937571458357;-34.284687857291786;0.08566423075822105;0.12493074330265733;968152;121533;TIME_LIMIT;29988.0;1517;vertex
5;50;7;10;3600.943;-0.6526737887860726;-32.63368943930363;0.13301911412402578;0.20380642889219128;988226;110403;TIME_LIMIT;30410.0;1213;rounding
5;50;7;10;3601.213;-0.6526737887860726;-32.63368943930363;0.134154315293315;0.20554573754652014;928065;105355;TIME_LIMIT;500421.0;13015;vertex
1;50;7;20;3600.119;-1.4941579285127125;-74.70789642563562;0.17625170051761696;0.11796055634698417;994799;85097;TIME_LIMIT;2.298443e6;29559;rounding
1;50;7;20;3600.71;-1.4172791618290261;-70.86395809145131;0.24765369472292287;0.17473882449758238;899603;76793;TIME_LIMIT;2.988698e6;33143;vertex
2;50;7;20;3600.139;-1.6954418952558556;-84.77209476279278;0.10909197791185576;0.06434427403092627;1059706;96967;TIME_LIMIT;116287.0;2131;rounding
2;50;7;20;3600.404;-1.6954418952558556;-84.77209476279278;0.11137923779254733;0.06569333818174837;1004429;92687;TIME_LIMIT;428779.0;7129;vertex
3;50;7;20;3600.213;-1.7312436063349175;-86.56218031674587;0.13983007875698394;0.08076857482408696;1078619;89669;TIME_LIMIT;35489.0;691;rounding
3;50;7;20;3600.671;-1.7312436063349175;-86.56218031674587;0.1396620798225825;0.08067153537002822;1043380;86289;TIME_LIMIT;2.284599e6;29850;vertex
4;50;7;20;3600.213;-1.5511297962713897;-77.55648981356948;0.16832655501025684;0.1085186780725125;1076505;94237;TIME_LIMIT;273569.0;5402;rounding
4;50;7;20;3600.866;-1.5511297962713897;-77.55648981356948;0.16848269216192335;0.10861933834739204;1045642;92423;TIME_LIMIT;2.683783e6;36981;vertex
5;50;7;20;3600.087;-1.5380457511693213;-76.90228755846607;0.18924810557177207;0.1230445228484871;922867;70905;TIME_LIMIT;81842.0;1093;rounding
5;50;7;20;3600.95;-1.4736769434359107;-73.68384717179553;0.25698315453746656;0.1743822862141716;826702;63425;TIME_LIMIT;2.657543e6;24180;vertex
1;80;8;12;3600.047;-1.0035501932143693;-80.28401545714955;0.20826934546417486;0.20753256476099968;688782;56523;TIME_LIMIT;55570.0;688;rounding
2;80;8;12;3600.045;-0.8693272921435614;-69.54618337148491;0.1710524582509484;0.1967641644255437;679968;54771;TIME_LIMIT;12715.0;172;rounding
3;80;8;12;3600.066;-0.8054736491888079;-64.43789193510463;0.25775138198004766;0.31999976937746993;662103;52689;TIME_LIMIT;2.258382e6;17338;rounding
4;80;8;12;3600.041;-0.8823794236966437;-70.5903538957315;0.1968765150218078;0.22312002040688186;684873;56735;TIME_LIMIT;258373.0;2571;rounding
5;80;8;12;3600.827;-0.8619484131774695;-68.95587305419755;0.22150706538333775;0.25698413268930853;727196;58691;TIME_LIMIT;105532.0;1333;rounding
1;80;8;24;3600.02;-2.3331333953485025;-186.6506716278802;0.30528450221667436;0.1308474272518283;533166;35265;TIME_LIMIT;140779.0;767;rounding
2;80;8;24;3600.018;-1.9867627877329774;-158.9410230186382;0.22893039827364858;0.11522784687087516;512050;33315;TIME_LIMIT;171981.0;887;rounding
3;80;8;24;3600.021;-1.9918728854011696;-159.34983083209357;0.2697200196079672;0.13541025714281196;478669;31435;TIME_LIMIT;2.438254e6;10734;rounding
4;80;8;24;3600.022;-2.085361700582652;-166.82893604661217;0.26265923809997327;0.12595380361430156;472732;31037;TIME_LIMIT;89158.0;464;rounding
5;80;8;24;3600.023;-2.0495919727595098;-163.96735782076078;0.2609565115054435;0.12732120098718938;484764;31443;TIME_LIMIT;674712.0;3025;rounding
