seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source
1;100;10;15;3600.029;-0.8965599429154324;-89.65599429154324;0.37470097257829005;0.4179318689610847;507707;30897;TIME_LIMIT;1.992527e6;8651;rounding
2;100;10;15;3600.022;-0.8244705415730637;-82.44705415730637;0.36112619708146776;0.43800982433217134;556657;33903;TIME_LIMIT;2.474761e6;12291;rounding
3;100;10;15;3600.039;-0.8885112085901886;-88.85112085901886;0.3982342315990349;0.44820394807502534;536646;30939;TIME_LIMIT;1.690125e6;7310;rounding
4;100;10;15;3600.021;-0.9162034652687465;-91.62034652687466;0.42292015298023644;0.4616006913444525;526864;29981;TIME_LIMIT;1.764616e6;7569;rounding
5;100;10;15;3600.034;-0.9419463890929839;-94.19463890929839;0.3662536192418794;0.38882639551763787;549478;32385;TIME_LIMIT;2.993975e6;13654;rounding
1;100;10;34;3600.012;-2.540334794494631;-254.0334794494631;0.40469791560949187;0.15930888971270482;450199;26117;TIME_LIMIT;2.429152e6;8783;rounding
2;100;10;34;3600.016;-2.369276678851508;-236.9276678851508;0.37864774921422795;0.15981575836798217;501950;27917;TIME_LIMIT;2.004107e6;8001;rounding
3;100;10;34;3600.013;-2.687372670933263;-268.7372670933263;0.41829604600538683;0.1556524149142747;514210;28169;TIME_LIMIT;401196.0;1564;rounding
4;100;10;34;3600.013;-2.769375225015315;-276.9375225015315;0.4540515407225145;0.1639545037527385;498633;27759;TIME_LIMIT;2.429721e6;9414;rounding
5;100;10;34;3600.021;-2.6560989752306856;-265.6098975230686;0.39379356207113414;0.14826012349066647;528788;28785;TIME_LIMIT;2.706862e6;10960;rounding
1;120;10;15;3600.013;-0.9845776506828509;-118.1493180819421;0.4443602070490563;0.45132063148180507;421930;24297;TIME_LIMIT;2.171096e6;7429;rounding
2;120;10;15;3600.019;-0.885445393219776;-106.25344718637312;0.41790381816274114;0.4719701760975941;434666;24409;TIME_LIMIT;1.183727e6;4122;rounding
3;120;10;15;3600.018;-1.0574583574229717;-126.8950028907566;0.32621326182459254;0.3084880454484988;427750;24997;TIME_LIMIT;1.501089e6;5271;rounding
4;120;10;15;3600.109;-0.8865550183276412;-106.38660219931694;0.4288312156635887;0.483705135945784;443455;24477;TIME_LIMIT;1.16699e6;4121;rounding
5;120;10;15;3600.021;-1.0266558160434938;-123.19869792521925;0.4372485302840652;0.4258959268054654;423731;24623;TIME_LIMIT;149301.0;651;rounding
1;120;10;34;3600.014;-2.91893121839388;-350.2717462072656;0.5026094097226839;0.1721895351817303;395655;21867;TIME_LIMIT;2.993146e6;9083;rounding
2;120;10;34;3600.016;-2.634529650257389;-316.14355803088665;0.4386694480059754;0.16650769064721596;421308;22645;TIME_LIMIT;1.064769e6;3296;rounding
3;120;10;34;3600.015;-2.8332996958891155;-339.99596350669384;0.4352648409331725;0.15362470887379331;393392;21669;TIME_LIMIT;660951.0;1962;rounding
4;120;10;34;3600.015;-2.596240560168506;-311.54886722022076;0.5070529726606878;0.19530276987421308;420987;22427;TIME_LIMIT;1.215602e6;3722;rounding
5;120;10;34;3600.031;-3.0905401600208884;-370.8648192025066;0.39617389750723797;0.12818920868012934;393315;22111;TIME_LIMIT;3.050177e6;9366;rounding
1;150;12;18;3600.131;-0.8848185090450822;-132.72277635676232;0.7199013983138041;0.8136147593597916;248445;12253;TIME_LIMIT;3.531613e6;6014;rounding
2;150;12;18;3600.015;-0.9841781948267081;-147.62672922400623;0.6210970004970955;0.6310818546497637;274623;13449;TIME_LIMIT;3.114339e6;5831;rounding
3;150;12;18;3601.273;-0.8126120368794023;-121.89180553191035;0.8135272943198646;1.001126315386586;241928;11677;TIME_LIMIT;1.470151e6;2211;rounding
