seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source;avg_fixed_to_one;avg_fixed_to_zero;avg_pruned_nodes
1;80;26;40;3600.028;-3.204582103322808;-3.204582103322808;0.23106299577641431;0.07210394002288996;10689625;30167;TIME_LIMIT;3.328289e6;14109;rounding;0.0;0.0;0.0
2;80;26;40;4.929;-2.6606355627952;-2.6606355627952;0.10125292483981596;0.03805591650945313;1479;33;OPTIMAL;4921.0;16;rounding_lmo_01;0.0;0.0;0.0
3;80;26;40;3600.044;-3.3992870015585863;-3.3992870015585863;0.3099801638245445;0.09118975940613941;10357202;38999;TIME_LIMIT;27149.0;255;rounding;0.0;0.0;0.0
4;80;26;40;3600.021;-3.3013701242837223;-3.3013701242837223;0.3434686367411319;0.10403820953448902;11016118;23639;TIME_LIMIT;853950.0;3727;rounding_lmo_01;0.0;0.0;0.0
5;80;26;40;3600.03;-3.215991586704659;-3.215991586704659;0.23424455104135733;0.07283742656845116;10177249;31201;TIME_LIMIT;168089.0;1200;rounding;0.0;0.0;0.0
1;100;33;50;3.93;-1.7967309974009025;-1.7967309974009025;0.007332083429647307;0.004080790858650338;32;3;OPTIMAL;3882.0;1;vertex;0.0;0.0;0.0
2;100;33;50;3600.02;-2.958858540371719;-2.958858540371719;0.3006890352856275;0.10162332236668949;7441655;18295;TIME_LIMIT;863162.0;2616;rounding;0.0;0.0;0.0
3;100;33;50;3600.023;-2.981467934145363;-2.981467934145363;0.34175150033894264;0.11462524765905477;7485255;14787;TIME_LIMIT;2.573818e6;5616;rounding;0.0;0.0;0.0
4;100;33;50;3600.02;-2.994764446407298;-2.994764446407298;0.3879962001680921;0.12955816963619826;7470546;15915;TIME_LIMIT;3.439359e6;7680;rounding;0.0;0.0;0.0
5;100;33;50;3111.245;-2.935841743395584;-2.935841743395584;0.14678981503099697;0.04999922606905248;6017125;22999;OPTIMAL;2.636119e6;9917;rounding;0.0;0.0;0.0
1;150;50;75;3600.015;-2.495664407538251;-2.495664407538251;0.3390363954132525;0.13585015452766003;3316642;7547;TIME_LIMIT;2.041128e6;2286;rounding;0.0;0.0;0.0
2;150;50;75;3600.016;-2.462290309733791;-2.462290309733791;0.5532105825420048;0.22467317535835768;3275531;6719;TIME_LIMIT;3.547128e6;3317;hyperplane_aware_rounding;0.0;0.0;0.0
3;150;50;75;3600.017;-2.5054820352348006;-2.5054820352348006;0.5731452697769308;0.22875648746099217;3300961;9097;TIME_LIMIT;3.362814e6;4324;rounding_lmo_01;0.0;0.0;0.0
4;150;50;75;3600.02;-2.5058993673324945;-2.5058993673324945;0.40305969498223426;0.16084432608771812;3330298;9055;TIME_LIMIT;3.468753e6;4397;rounding;0.0;0.0;0.0
5;150;50;75;4.854;-2.3136811853032455;-2.3136811853032455;0.11423344096875132;0.049373025849185515;532;11;OPTIMAL;4633.0;4;rounding_lmo_01;0.0;0.0;0.0
1;200;66;100;3600.02;-2.172234688835728;-2.172234688835728;0.4204173372927875;0.1935413974620405;1918686;6523;TIME_LIMIT;3.240624e6;2980;rounding_lmo_01;0.0;0.0;0.0
2;200;66;100;3600.014;-2.214852748609481;-2.214852748609481;0.2300896072816192;0.10388483271679033;1941713;2741;TIME_LIMIT;1.641054e6;747;rounding;0.0;0.0;0.0
3;200;66;100;3600.016;-2.2660147570919085;-2.2660147570919085;0.147296084463735;0.06500226179143137;1802505;5353;TIME_LIMIT;2.552939e6;2112;rounding;0.0;0.0;0.0
4;200;66;100;3600.053;-2.1808773590882318;-2.1808773590882318;0.22902390199550293;0.10501457179199288;496103;2305;TIME_LIMIT;30593.0;15;rounding;0.0;0.0;0.0
5;200;66;100;3600.016;-2.4055621769310256;-2.4055621769310256;0.43448335275891603;0.18061613909860452;1901165;5237;TIME_LIMIT;946731.0;920;rounding;0.0;0.0;0.0
