seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source;avg_fixed_to_one;avg_fixed_to_zero;avg_pruned_nodes
1;80;26;40;50.635;-12.30414318586811;-12.30414318586811;0.614871044204305;0.04997268277164667;154179;867;OPTIMAL;11485.0;102;sr_rounding;0.0;0.0;0.0
2;80;26;40;3.523;-11.945004391158015;-11.945004391158015;0.5954908139276753;0.049852707828929074;10613;115;OPTIMAL;2205.0;35;rounding;0.0;0.0;0.0
3;80;26;40;58.809;-12.369882385174613;-12.369882385174613;0.6017634951925519;0.048647471047402156;186486;1107;OPTIMAL;58807.0;553;rounding;0.0;0.0;0.0
4;80;26;40;15.148;-12.094270991417197;-12.094270991417197;0.6045677861168013;0.04998794772713775;45612;499;OPTIMAL;5722.0;114;rounding;0.0;0.0;0.0
5;80;26;40;107.115;-12.453599839011478;-12.453599839011478;0.6225210302914022;0.04998723568596818;347821;1191;OPTIMAL;89057.0;514;rounding_lmo_01;0.0;0.0;0.0
1;100;33;50;48.26;-11.088942602259785;-11.088942602259785;0.5543948969603409;0.049995289618269136;95984;651;OPTIMAL;14903.0;105;hyperplane_aware_rounding;0.0;0.0;0.0
2;100;33;50;0.217;-10.726853094787613;-10.726853094787613;0.5213104689664405;0.0485986397277833;361;11;OPTIMAL;216.0;5;sr_rounding;0.0;0.0;0.0
3;100;33;50;0.039;-10.458250783488918;-10.458250783488918;0.31779032367549576;0.030386565617379423;44;3;OPTIMAL;39.0;1;sr_rounding;0.0;0.0;0.0
4;100;33;50;462.091;-10.954216856619398;-10.954216856619398;0.5476352075842872;0.04999309533053136;967086;5199;OPTIMAL;152598.0;1036;rounding;0.0;0.0;0.0
5;100;33;50;0.034;-9.997359469503381;-9.997359469503381;0.24183722633770977;0.02419011010611615;44;3;OPTIMAL;33.0;1;rounding;0.0;0.0;0.0
1;150;50;75;0.722;-8.899289442120015;-8.899289442120015;0.3439299363593058;0.038646898563777225;68;3;OPTIMAL;722.0;1;rounding;0.0;0.0;0.0
2;150;50;75;0.196;-8.218377204598113;-8.218377204598113;0.13715560406243732;0.016688891328290444;44;3;OPTIMAL;195.0;1;rounding_lmo_01;0.0;0.0;0.0
3;150;50;75;1.142;-8.969435099160352;-8.969435099160352;0.2988584840476243;0.033319655111345985;58;3;OPTIMAL;1141.0;1;rounding_lmo_01;0.0;0.0;0.0
4;150;50;75;2.082;-9.398136224455833;-9.398136224455833;0.44789253265231643;0.047657591032444324;1887;43;OPTIMAL;2082.0;21;sr_rounding;0.0;0.0;0.0
5;150;50;75;0.05;-8.178537235016968;-8.178537235016968;0.1693609038602446;0.020707970018784567;46;3;OPTIMAL;50.0;1;vertex;0.0;0.0;0.0
1;200;66;100;3.367;-9.147614746629202;-9.147614746629202;0.44922782993768884;0.04910873953269889;669;17;OPTIMAL;3367.0;8;rounding;0.0;0.0;0.0
2;200;66;100;1.281;-9.189924515140572;-9.189924515140572;0.39593117456042926;0.0430831802707547;605;17;OPTIMAL;1281.0;8;sr_rounding;0.0;0.0;0.0
3;200;66;100;8.585;-9.202207361135304;-9.202207361135304;0.4573490481619782;0.04969992852949074;4580;63;OPTIMAL;4850.0;22;rounding;0.0;0.0;0.0
4;200;66;100;0.36;-8.223662444619203;-8.223662444619203;0.3423589756366425;0.04163096162351001;136;5;OPTIMAL;360.0;2;rounding;0.0;0.0;0.0
5;200;66;100;46.893;-9.51497152172071;-9.51497152172071;0.4469271227379146;0.04697093645710578;24713;295;OPTIMAL;46890.0;147;rounding;0.0;0.0;0.0
