seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source;avg_fixed_to_one;avg_fixed_to_zero;avg_pruned_nodes
1;80;26;40;44.17;-12.281743251754481;-12.281743251754481;0.6135424948367074;0.04995565224416014;195936;1071;OPTIMAL;28356.0;352;rounding_lmo_01;0.0;0.0;0.0
2;80;26;40;6.602;-11.920535519378394;-11.920535519378394;0.5956700678832441;0.04997007616938889;24320;239;OPTIMAL;1870.0;26;rounding;0.0;0.0;0.0
3;80;26;40;43.914;-12.354226230778139;-12.354226230778139;0.6176365797259713;0.04999395091108584;195629;1115;OPTIMAL;27399.0;367;rounding;0.0;0.0;0.0
4;80;26;40;8.393;-12.124228674683225;-12.124228674683225;0.6061655056909991;0.04999621187917232;32269;375;OPTIMAL;3346.0;72;rounding;0.0;0.0;0.0
5;80;26;40;150.401;-12.461346803393964;-12.461346803393964;0.5780351010681155;0.0463862462210491;694793;2245;OPTIMAL;150399.0;1122;rounding;0.0;0.0;0.0
1;100;33;50;35.634;-11.088942602259785;-11.088942602259785;0.5544381489518351;0.049999190079570585;97284;655;OPTIMAL;10448.0;105;hyperplane_aware_rounding;0.0;0.0;0.0
2;100;33;50;0.928;-10.715428799031741;-10.715428799031741;0.5327347647226013;0.04971660721321202;361;11;OPTIMAL;900.0;4;rounding_lmo_01;0.0;0.0;0.0
3;100;33;50;0.642;-10.437290689903255;-10.437290689903255;0.33875041726149746;0.032455780654762754;44;3;OPTIMAL;642.0;1;rounding;0.0;0.0;0.0
4;100;33;50;254.955;-10.9586360062067;-10.9586360062067;0.5479304758084353;0.0499998791362448;714415;4151;OPTIMAL;126983.0;1147;rounding;0.0;0.0;0.0
5;100;33;50;0.511;-9.997359469503381;-9.997359469503381;0.24183722633768134;0.02419011010611331;44;3;OPTIMAL;510.0;1;rounding;0.0;0.0;0.0
1;150;50;75;0.616;-8.899289442120015;-8.899289442120015;0.34392993635854197;0.03864689856369139;68;3;OPTIMAL;616.0;1;rounding;0.0;0.0;0.0
2;150;50;75;0.625;-8.218377204598113;-8.218377204598113;0.13715560406246396;0.016688891328293688;44;3;OPTIMAL;624.0;1;rounding_lmo_01;0.0;0.0;0.0
3;150;50;75;0.539;-8.885957374022219;-8.885957374022219;0.38233620918581934;0.04302701364554884;58;3;OPTIMAL;539.0;1;vertex;0.0;0.0;0.0
4;150;50;75;1.578;-9.396805222928393;-9.396805222928393;0.45860005994746444;0.048803827371931806;820;23;OPTIMAL;1192.0;6;rounding;0.0;0.0;0.0
5;150;50;75;0.614;-8.178537235016968;-8.178537235016968;0.16936090385997815;0.02070797001875199;46;3;OPTIMAL;614.0;1;vertex;0.0;0.0;0.0
1;200;66;100;1.78;-9.147614746629202;-9.147614746629202;0.44922782993737975;0.049108739532665105;669;17;OPTIMAL;1779.0;8;rounding;0.0;0.0;0.0
2;200;66;100;1.581;-9.150158083746522;-9.150158083746522;0.4330639100026321;0.04732857137975419;544;15;OPTIMAL;1482.0;6;vertex;0.0;0.0;0.0
3;200;66;100;5.744;-9.200562595382983;-9.200562595382983;0.45595485904373767;0.049557280255073145;3359;55;OPTIMAL;5127.0;24;hyperplane_aware_rounding;0.0;0.0;0.0
4;200;66;100;0.879;-8.223662444619203;-8.223662444619203;0.3423589756366301;0.041630961623508496;136;5;OPTIMAL;878.0;2;rounding;0.0;0.0;0.0
5;200;66;100;28.076;-9.505141026934147;-9.505141026934147;0.46372506357292664;0.0487867631062913;20064;255;OPTIMAL;26025.0;118;rounding;0.0;0.0;0.0
