seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source;avg_fixed_to_one;avg_fixed_to_zero;avg_pruned_nodes
1;80;26;40;25.331;-12.345251142263539;-12.345251142263539;0.6161592282614805;0.049910627265579134;75293;475;OPTIMAL;18739.0;176;sr_rounding;0.0;0.0;0.0
2;80;26;40;13.69;-11.920535519378394;-11.920535519378394;0.5955896806266843;0.049963332574990034;25551;247;OPTIMAL;9984.0;81;rounding_lmo_01;0.0;0.0;0.0
3;80;26;40;71.946;-12.369882385174613;-12.369882385174613;0.6024294420807461;0.0487013072010096;195934;1147;OPTIMAL;71935.0;573;rounding;0.0;0.0;0.0
4;80;26;40;12.777;-12.124228674683225;-12.124228674683225;0.6061655056913846;0.04999621187920411;32242;375;OPTIMAL;5577.0;72;rounding;0.0;0.0;0.0
5;80;26;40;211.458;-12.461346803393964;-12.461346803393964;0.5780351010681866;0.0463862462210548;694844;2245;OPTIMAL;211456.0;1122;rounding;0.0;0.0;0.0
1;100;33;50;48.579;-11.088942602259785;-11.088942602259785;0.5543948969603409;0.049995289618269136;96017;651;OPTIMAL;28903.0;196;hyperplane_aware_rounding;0.0;0.0;0.0
2;100;33;50;2.222;-10.761055099751026;-10.761055099751026;0.5102172254361736;0.04741330851915983;287;9;OPTIMAL;2221.0;4;sr_rounding;0.0;0.0;0.0
3;100;33;50;1.905;-10.437290689903255;-10.437290689903255;0.3387504172611582;0.032455780654730246;44;3;OPTIMAL;1904.0;1;rounding;0.0;0.0;0.0
4;100;33;50;344.233;-10.9586360062067;-10.9586360062067;0.5479304758601025;0.04999987914095953;714394;4151;OPTIMAL;171451.0;1147;rounding;0.0;0.0;0.0
5;100;33;50;1.296;-9.997359469503381;-9.997359469503381;0.24183722633770977;0.02419011010611615;44;3;OPTIMAL;1295.0;1;rounding;0.0;0.0;0.0
1;150;50;75;0.295;-8.899289442120015;-8.899289442120015;0.3439299363593058;0.038646898563777225;68;3;OPTIMAL;295.0;1;rounding;0.0;0.0;0.0
2;150;50;75;1.117;-8.222734077072872;-8.222734077072872;0.13279873158767863;0.016150191693290454;44;3;OPTIMAL;1117.0;1;sr_rounding;0.0;0.0;0.0
3;150;50;75;1.947;-8.969435099160352;-8.969435099160352;0.2988584840476243;0.033319655111345985;58;3;OPTIMAL;1946.0;1;rounding_lmo_01;0.0;0.0;0.0
4;150;50;75;5.967;-9.388943589665452;-9.388943589665452;0.4683342647659856;0.04988146539526428;1021;27;OPTIMAL;5858.0;12;sr_rounding;0.0;0.0;0.0
5;150;50;75;1.373;-8.181558371736369;-8.181558371736369;0.16314542834628654;0.01994063000392213;52;3;OPTIMAL;1372.0;1;vertex;0.0;0.0;0.0
1;200;66;100;6.486;-9.192847196235522;-9.192847196235522;0.4050639500758866;0.04406294822802674;879;21;OPTIMAL;6478.0;10;rounding;0.0;0.0;0.0
2;200;66;100;2.975;-9.150158083746522;-9.150158083746522;0.4330639100024758;0.04732857137973711;538;15;OPTIMAL;2851.0;6;vertex;0.0;0.0;0.0
3;200;66;100;8.536;-9.200562595382983;-9.200562595382983;0.4559548595291254;0.04955728030782946;3365;55;OPTIMAL;7677.0;24;hyperplane_aware_rounding;0.0;0.0;0.0
4;200;66;100;2.758;-8.223662444619203;-8.223662444619203;0.3423589756366425;0.04163096162351001;136;5;OPTIMAL;2758.0;2;rounding;0.0;0.0;0.0
5;200;66;100;40.369;-9.505141026934147;-9.505141026934147;0.46372506357287335;0.04878676310628569;20058;255;OPTIMAL;37544.0;118;rounding;0.0;0.0;0.0
