seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source
1;100;10;15;3600.022;-1.0748350715193207;-107.48350715193207;0.19446713793068482;0.1809274214096848;510880;30617;TIME_LIMIT;2.079446e6;8902;sr_rounding
2;100;10;15;3600.035;-0.9978630822266131;-99.78630822266132;0.187608692151655;0.18801045503460098;571187;34443;TIME_LIMIT;423973.0;2387;sr_rounding
3;100;10;15;3600.018;-1.1516531176105937;-115.16531176105937;0.1386554453410187;0.12039688272515231;551213;31209;TIME_LIMIT;8790.0;78;sr_rounding
4;100;10;15;3600.019;-1.1918991779142327;-119.18991779142327;0.1468739675723627;0.1232268385564165;525080;29677;TIME_LIMIT;1.380789e6;5983;sr_rounding
5;100;10;15;3600.021;-1.1273650004125177;-112.73650004125177;0.18263871892585448;0.1620049574530206;536544;31085;TIME_LIMIT;1.317401e6;6117;sr_rounding
1;100;10;34;3600.025;-2.683518839362752;-268.3518839362752;0.25766732797618497;0.09601845315808274;455468;26727;TIME_LIMIT;1.472553e6;5381;sr_rounding
2;100;10;34;3600.028;-2.4497850629803812;-244.97850629803813;0.30062043576472863;0.12271298421543854;494044;27663;TIME_LIMIT;2.026001e6;7798;sr_rounding
3;100;10;34;3600.017;-2.90071387236449;-290.071387236449;0.20156605705725195;0.06948843144358366;510602;28109;TIME_LIMIT;1.370523e6;5424;sr_rounding
4;100;10;34;3600.019;-3.0087541379530456;-300.87541379530455;0.21509451636900456;0.0714895622928301;499604;27879;TIME_LIMIT;710228.0;2837;sr_rounding
5;100;10;34;3600.024;-2.8086343592698153;-280.86343592698154;0.24584347040164145;0.08753131912320387;517022;27677;TIME_LIMIT;1.975513e6;7708;sr_rounding
1;120;10;15;3600.014;-1.2696671981207839;-152.36006377449405;0.15681211600683564;0.12350647180531324;442673;25177;TIME_LIMIT;514527.0;1884;sr_rounding
2;120;10;15;3600.016;-1.1187369244620067;-134.2484309354408;0.179629959170851;0.16056496862051273;479992;26811;TIME_LIMIT;2.840386e6;10689;sr_rounding
3;120;10;15;3600.02;-1.2176116380010482;-146.11339656012578;0.16694380490939165;0.13710759629684807;474475;27169;TIME_LIMIT;558440.0;2272;sr_rounding
4;120;10;15;3600.013;-1.1569388876317335;-138.83266651580803;0.15719264778499986;0.13586944778628277;478119;26229;TIME_LIMIT;3.379387e6;12340;sr_rounding
5;120;10;15;3600.016;-1.2908086376076973;-154.89703651292368;0.1731391468278749;0.13413231193491237;459036;26453;TIME_LIMIT;330118.0;1377;sr_rounding
1;120;10;34;3600.014;-3.213191239278547;-385.58294871342565;0.204511297384534;0.06364740911918228;414259;23077;TIME_LIMIT;239143.0;716;sr_rounding
2;120;10;34;3600.028;-2.8493233511237883;-341.9188021348546;0.21959783566942193;0.07707017021525878;451113;24407;TIME_LIMIT;3.212691e6;10900;sr_rounding
3;120;10;34;3600.016;-3.0414718837162225;-364.9766260459467;0.22086981040073983;0.07261938260329076;439049;24611;TIME_LIMIT;3.357795e6;11507;sr_rounding
4;120;10;34;3600.015;-2.8658251167572866;-343.8990140108744;0.23817387381001254;0.08310830706917278;449732;24151;TIME_LIMIT;3.163565e6;10614;sr_rounding
5;120;10;34;3600.014;-3.263562971834797;-391.62755662017565;0.2188276631116821;0.06705176673476465;435837;24695;TIME_LIMIT;3.513277e6;12052;sr_rounding
1;150;12;18;3600.008;-1.3836946973690534;-207.554204605358;0.22130806609274645;0.15993995388833962;250750;12281;TIME_LIMIT;471325.0;793;sr_rounding
2;150;12;18;3600.008;-1.4054224082977937;-210.81336124466907;0.19608828099109887;0.13952266580735342;275128;13485;TIME_LIMIT;1.65745e6;3147;sr_rounding
3;150;12;18;3600.008;-1.408153566701048;-211.22303500515721;0.21398467311402758;0.15196117680214397;282033;13527;TIME_LIMIT;2.344501e6;4442;sr_rounding
4;150;12;18;3600.01;-1.3455306282658144;-201.82959423987216;0.22379634378636126;0.1663257149893354;286216;13901;TIME_LIMIT;805314.0;1581;sr_rounding
5;150;12;18;3600.026;-1.4591956810696516;-218.87935216044775;0.2164051194140022;0.1483043859171569;284781;13975;TIME_LIMIT;44068.0;116;sr_rounding
1;150;12;44;3600.008;-3.7465973273577364;-561.9895991036605;0.3143903869344684;0.08391357796547359;243692;12155;TIME_LIMIT;2.532714e6;4210;sr_rounding
2;150;12;44;3600.01;-3.709365224972642;-556.4047837458962;0.3318376565440242;0.08945941863852774;274095;13355;TIME_LIMIT;3.263729e6;6053;sr_rounding
3;150;12;44;3600.009;-3.750586215190426;-562.5879322785639;0.32027999622410297;0.08539464975552938;279394;13473;TIME_LIMIT;2.945777e6;5539;sr_rounding
4;150;12;44;3600.009;-3.592036422674101;-538.8054634011152;0.33467734496267854;0.093172035464364;272019;13635;TIME_LIMIT;3.402348e6;6436;sr_rounding
5;150;12;44;3600.008;-3.918555776249015;-587.7833664373522;0.3296372223886941;0.08412212080447529;278471;13621;TIME_LIMIT;2.800231e6;5276;sr_rounding
1;50;7;10;1463.678;-0.7484150126450476;-37.42075063225238;0.03741817339310882;0.049996556403733204;630967;69565;OPTIMAL;77028.0;2962;sr_rounding
2;50;7;10;1554.483;-0.7616053490464189;-38.080267452320946;0.03807887703777457;0.049998174363470385;687258;74929;OPTIMAL;10431.0;493;sr_rounding
3;50;7;10;2366.983;-0.7993682008023886;-39.96841004011943;0.0399676012482868;0.04999898821114998;900336;94441;OPTIMAL;8264.0;389;sr_rounding
4;50;7;10;2634.302;-0.7361661279611115;-36.80830639805557;0.0368077432024021;0.04999923496119682;950438;106409;OPTIMAL;1683.0;117;sr_rounding
5;50;7;10;3600.427;-0.7276049775269942;-36.38024887634971;0.05224597955410015;0.07180541800535144;1079417;116577;TIME_LIMIT;56637.0;2345;sr_rounding
1;50;7;20;3600.177;-1.5421134581635563;-77.10567290817781;0.12592728237856332;0.08165889592100783;1043142;90653;TIME_LIMIT;207029.0;3399;sr_rounding
2;50;7;20;1297.795;-1.7524226607625155;-87.62113303812578;0.08762001375639383;0.049999361294648256;488709;43489;OPTIMAL;9604.0;194;sr_rounding
4;50;7;20;3600.182;-1.6082759369337558;-80.41379684668779;0.11099848246915078;0.06901706350265611;1096625;96769;TIME_LIMIT;265443.0;5591;sr_rounding
5;50;7;20;3600.09;-1.6047554852173416;-80.23777426086708;0.12413189855457407;0.07735253108529624;897096;68515;TIME_LIMIT;65517.0;918;sr_rounding
1;80;8;12;3600.049;-1.1254755409412522;-90.03804327530018;0.08336702592234757;0.07407271228002561;759618;60221;TIME_LIMIT;34430.0;427;sr_rounding
2;80;8;12;3600.069;-0.9254045495896465;-74.03236396717172;0.11175691668511523;0.12076547141968533;754584;59711;TIME_LIMIT;42814.0;574;sr_rounding
3;80;8;12;3600.051;-0.968807328265951;-77.50458626127607;0.0908396057122326;0.09376436682701875;723224;56577;TIME_LIMIT;402527.0;3943;sr_rounding
4;80;8;12;3600.035;-0.9936600460998887;-79.4928036879911;0.08154548932697991;0.08206578260547519;725282;57741;TIME_LIMIT;110204.0;1383;sr_rounding
5;80;8;12;3600.139;-0.9940539575350089;-79.52431660280071;0.08745771238749023;0.08798085025923767;782346;62399;TIME_LIMIT;5837.0;106;sr_rounding
1;80;8;24;3449.941;-2.5107362324847218;-200.85889859877773;0.12553210834252848;0.04999812673205303;566408;37663;OPTIMAL;291070.0;1699;sr_rounding
2;80;8;24;3600.029;-2.0716572904043495;-165.73258323234796;0.14371735585358492;0.06937313257326164;571109;37311;TIME_LIMIT;1.557569e6;8239;sr_rounding
3;80;8;24;3600.032;-2.088152922989015;-167.0522338391212;0.17203222675029073;0.0823848794100966;542750;35671;TIME_LIMIT;662419.0;3488;sr_rounding
4;80;8;24;3600.033;-2.1828874997195085;-174.6309999775607;0.1575467976902445;0.07217357638013346;559957;36739;TIME_LIMIT;1.026096e6;5492;sr_rounding
5;80;8;24;3600.035;-2.1464466135620377;-171.71572908496302;0.1601664430881251;0.07461934626099467;558704;35967;TIME_LIMIT;195114.0;990;sr_rounding
