seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source
5;150;12;18;3600.013;-0.9506191280336944;-142.59286920505417;3.210224626921611;3.3769829916654333;294710;14189;TIME_LIMIT;2.216702e6;4359;sr_rounding
