seed,numberOfExperiments,numberOfParameters,time,N,solution,dual_bound,rel_gap,scaled_solution,termination,feasible,n_nodes,n_cuts_found,n_cuts_applied,n_sdp_iters
1,50,7,3600.003882,5,4.0299194911935224e-8,0.4235614005759485,1.0510417421547778e7,-2.1265541511098207e-15,TIME_LIMIT,true,1655739,0,0,27554587
2,50,7,3600.00288,5,4.293295782621694e-8,0.33105294082500575,7.710926864905894e6,2.7603553967618577e-14,TIME_LIMIT,true,1675057,0,0,28223896
3,50,7,3600.002922,5,3.85657483201571e-8,0.34568833436437274,8.963609183176255e6,4.231773150896383e-15,TIME_LIMIT,true,1623449,0,0,28450065
4,50,7,3600.009008,5,4.371233243524988e-8,0.2935103766234139,6.714588688349036e6,6.5147683829335e-15,TIME_LIMIT,true,1641261,0,0,28364876
5,50,7,3600.003603,5,3.5845590354516704e-8,0.39458858792631896,1.1008008186731083e7,7.504007849975308e-15,TIME_LIMIT,true,1579939,0,0,27888511
1,50,7,54.680753,10,33.45283974396695,33.78469352710939,0.009920048213613624,-33.45284004061308,OPTIMAL,true,1249,0,0,22854
2,50,7,65.56943,10,23.764931918727783,24.00236005987928,0.00999069309196689,-23.7649322990524,OPTIMAL,true,4273,0,0,81866
3,50,7,50.42956,10,37.243011980895375,37.61451361373294,0.009975069498356737,-37.24302271370185,OPTIMAL,true,100,0,0,2124
4,50,7,68.59219,10,22.993689711644382,23.223607432626793,0.009999166026232667,-22.993689716100974,OPTIMAL,true,5046,0,0,99689
5,50,7,50.682668,10,37.28363954917838,37.633965794370134,0.009396245898409676,-37.283639549849234,OPTIMAL,true,165,0,0,3475
1,50,7,55.541541,20,66.75764572309808,67.42219532470857,0.00995465904185646,-66.75764572599013,OPTIMAL,true,1265,0,0,27620
2,50,7,52.410454,20,48.898525683675906,49.3865670222262,0.009980696385560393,-48.89852605583886,OPTIMAL,true,487,0,0,11654
3,50,7,50.163443,20,67.19462780170605,67.78595938987063,0.008800280729430053,-67.19462780983679,OPTIMAL,true,13,0,0,379
4,50,7,51.480578,20,48.92800628921788,49.409762353160154,0.009846223062811247,-48.92801076156209,OPTIMAL,true,325,0,0,7792
5,50,7,51.239058,20,71.891397782111,72.60471600166817,0.009922163729784427,Inf,OPTIMAL,false,214,0,0,6242
1,80,8,3600.005991,6,2.389714397244006e-8,13.195167651534367,5.521650471225708e8,2.6026213658225673e-14,TIME_LIMIT,true,748576,0,0,15229061
2,80,8,3600.006519,6,2.372797486061225e-8,9.295846765687623,3.917673883492891e8,3.485670365718588e-14,TIME_LIMIT,true,666824,0,0,14123134
3,80,8,3600.007228,6,2.319414344015055e-8,10.66412866864345,4.5977678257301e8,5.297997837967305e-15,TIME_LIMIT,true,713347,0,0,14245282
4,80,8,3600.005097,6,2.3550117025373034e-8,12.26009847720194,5.20596073490536e8,6.078900309457859e-14,TIME_LIMIT,true,704191,0,0,14648190
5,80,8,3600.005257,6,2.3263310254507134e-8,11.749727615666211,5.0507547996641874e8,2.1351071871053807e-14,TIME_LIMIT,true,763457,0,0,15784752
1,80,8,153.348171,12,69.75713531212202,70.45466139333467,0.009999351006769991,-69.75713531226219,OPTIMAL,true,19181,0,0,457193
2,80,8,190.383369,12,47.09283585297015,47.56356886723922,0.009995851932526655,-47.092835853545125,OPTIMAL,true,25577,0,0,639014
3,80,8,188.303147,12,49.08266344693901,49.5732359725989,0.009994822839845029,-49.08266353223607,OPTIMAL,true,23990,0,0,615965
4,80,8,84.692088,12,69.84204491013435,70.54002168913878,0.009993647521382293,-69.84204493019264,OPTIMAL,true,6999,0,0,148149
5,80,8,322.02176,12,63.66229709714432,64.29890484104003,0.009999760814855443,-63.66229730048506,OPTIMAL,true,50328,0,0,1198632
1,80,8,75.07609,24,148.360526065706,149.84379099854138,0.00999770607566098,-148.3605361361604,OPTIMAL,true,3205,0,0,94773
2,80,8,72.090724,24,97.74055709415894,98.71796109864161,0.00999998397329654,-97.74055710801684,OPTIMAL,true,2881,0,0,93629
3,80,8,84.77186,24,101.7965810450224,102.81388736288578,0.009993521466240994,-101.79658111390165,OPTIMAL,true,4523,0,0,145170
4,80,8,56.780502,24,140.48288244768585,141.88737239732623,0.009997587785568068,-140.48288263061247,OPTIMAL,true,1031,0,0,30756
5,80,8,81.499449,24,140.95765002386852,142.367038586402,0.009998666708013547,-140.95765006873125,OPTIMAL,true,4081,0,0,127444
1,100,10,3600.009847,7,1.7474757512173868e-8,27.802171073467626,1.5909903777848911e9,-9.545130751230706e-14,TIME_LIMIT,true,202303,0,0,5206071
2,100,10,3600.034725,7,2.821174240001849e-8,20.922884030006898,7.416374254778904e8,1.5148288825584987e-13,TIME_LIMIT,true,323460,0,0,8425491
3,100,10,3600.009766,7,-5.412701935457071e-10,22.828010214863195,1.0e20,-7.331946927477324e-15,TIME_LIMIT,true,310544,0,0,8690941
4,100,10,3600.008995,7,2.1328548913518876e-8,30.662211712012812,1.4376135861380303e9,9.846714210795167e-14,TIME_LIMIT,true,329911,0,0,8547264
5,100,10,3600.011174,7,2.6261039116004926e-8,23.50985267181739,8.952369531801258e8,5.61768065927773e-14,TIME_LIMIT,true,326078,0,0,8393680
1,100,10,3600.005907,15,95.09569741210518,103.13032226212357,0.08448988827748607,-95.0956974123227,TIME_LIMIT,true,142175,0,0,4310675
2,100,10,3600.00274,15,78.03308230868943,82.92899898729272,0.0627415518361255,-78.0330823087006,TIME_LIMIT,true,139634,0,0,4449914
3,100,10,3600.003683,15,90.36609557895947,94.5984711642258,0.04683587974173554,-90.36609557940517,TIME_LIMIT,true,157926,0,0,5134289
4,100,10,3600.005685,15,109.45773136027888,118.37020975818257,0.08142392763987005,-109.4577329837123,TIME_LIMIT,true,153460,0,0,4690888
5,100,10,3600.00723,15,83.99119578222451,92.07225895639378,0.09621321733675699,-83.99119592810918,TIME_LIMIT,true,163688,0,0,4547150
1,100,10,1847.311079,34,248.81729789479732,251.30546479433033,0.00999997556675114,-248.81729789513957,OPTIMAL,true,88646,0,0,3101705
2,100,10,1496.179821,34,184.37387758360512,186.2175906376424,0.009999860491089509,-184.3738776128169,OPTIMAL,true,55155,0,0,1884090
3,100,10,2175.624009,34,217.31497859725908,219.48812442229965,0.009999981773313314,-217.31497862025526,OPTIMAL,true,89619,0,0,3247650
4,100,10,3600.005965,34,293.6697921491102,298.7650720032488,0.017350371030165332,-293.669857453321,TIME_LIMIT,true,131550,0,0,4452699
5,100,10,1418.517808,34,219.43387383475957,221.6281923418178,0.009999907802341477,-219.43387427231022,OPTIMAL,true,57572,0,0,2000229
1,120,10,3600.00818,7,1.502428294850612e-8,40.740921046445976,2.7116715766773148e9,2.521310908352054e-13,TIME_LIMIT,true,158365,0,0,4081223
2,120,10,3600.00572,7,2.4616910256499383e-8,31.871032714226413,1.2946804597947006e9,5.928696924448443e-14,TIME_LIMIT,true,225954,0,0,5851321
3,120,10,3600.007814,7,2.3350455660803718e-8,33.93620200516201,1.4533421734796023e9,2.4682249681608765e-13,TIME_LIMIT,true,162000,0,0,4237478
4,120,10,3600.005093,7,1.5181576831424698e-8,44.619870598210824,2.9390801152268677e9,-4.6554962295864344e-14,TIME_LIMIT,true,158114,0,0,4171941
5,120,10,3600.005577,7,1.4153756886288016e-8,39.31439060663986,2.777664680009687e9,6.482747788287576e-14,TIME_LIMIT,true,171709,0,0,4498267
1,120,10,3600.005577,15,125.22190316981457,138.5209613010417,0.10620392914163071,-125.22190316999135,TIME_LIMIT,true,130312,0,0,3610042
2,120,10,3600.004658,15,108.37061488383672,119.01093484979447,0.09818454917288402,-108.37061501892123,TIME_LIMIT,true,130430,0,0,3673044
