seed,numberOfExperiments,numberOfParameters,time,N,solution,dual_bound,rel_gap,tightened,scaled_solution,termination,feasible,n_nodes,n_cuts_found,n_cuts_applied,n_sdp_iters
3,2000,44,3600.001189,249,7.3270527876569,22.443353627474032,2.0630806516478146,false,-7.327052787656893,TIME_LIMIT,true,141,17578,914,0
