seed,numberOfExperiments,numberOfParameters,time,N,solution,dual_bound,rel_gap,tightened,scaled_solution,termination,feasible,n_nodes,n_cuts_found,n_cuts_applied,n_sdp_iters
1,2000,44,3601.310233,66,0.6467584931408191,5.763981699076824,7.912108244741409,false,-0.6467584997081264,TIME_LIMIT,true,82,0,0,2603
