seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source
1;100;10;15;3600.016;-1.0917115529555135;-109.17115529555134;0.17366857989917306;0.15907918115276182;527324;32107;TIME_LIMIT;642399.0;2977;sr_rounding
2;100;10;15;3600.019;-1.0048385713253256;-100.48385713253256;0.17973261688221331;0.17886715539308576;608217;36939;TIME_LIMIT;114363.0;844;sr_rounding
3;100;10;15;3600.015;-1.1349575808000467;-113.49575808000468;0.1532835325653814;0.13505661811371822;553573;31639;TIME_LIMIT;356429.0;1797;sr_rounding
4;100;10;15;3600.018;-1.194316086870976;-119.4316086870976;0.14357787553648738;0.12021765185517287;567728;32201;TIME_LIMIT;1.296165e6;6063;sr_rounding
5;100;10;15;3600.018;-1.1388848714985926;-113.88848714985926;0.166405469751703;0.14611263518913872;579242;33847;TIME_LIMIT;734795.0;3817;sr_rounding
1;100;10;34;3600.017;-2.6718297869974617;-267.1829786997462;0.2705954860886064;0.10127721736072683;472325;27545;TIME_LIMIT;3.287008e6;12573;sr_rounding
2;100;10;34;3600.018;-2.4550147694292406;-245.50147694292406;0.2938814410183599;0.11970658778834294;525626;29395;TIME_LIMIT;1.757383e6;7250;sr_rounding
3;100;10;34;3600.042;-2.919755044799794;-291.9755044799794;0.18154599445971575;0.06217850185174156;539462;29761;TIME_LIMIT;2.566303e6;10655;sr_rounding
4;100;10;34;3600.017;-3.009488170199121;-300.9488170199121;0.21303957089598224;0.07078930331262495;529428;29607;TIME_LIMIT;2.134214e6;8924;sr_rounding
5;100;10;34;3600.016;-2.8191858353486596;-281.91858353486595;0.23118097770037416;0.08200274519036206;551136;29849;TIME_LIMIT;2.755409e6;11496;sr_rounding
1;120;10;15;3600.012;-1.2682575217846288;-152.19090261415545;0.16033026016222385;0.12641774829501118;432974;24887;TIME_LIMIT;1.724072e6;5825;sr_rounding
2;120;10;15;3600.029;-1.138226316934861;-136.5871580321833;0.15931978638160915;0.13997197570571265;475337;26721;TIME_LIMIT;46095.0;249;sr_rounding
3;120;10;15;3600.015;-1.2284507417145425;-147.4140890057451;0.15119112875915874;0.12307463671530049;469468;27315;TIME_LIMIT;187282.0;853;sr_rounding
4;120;10;15;3600.013;-1.1385215754885774;-136.62258905862927;0.17264745850112795;0.15164179776482425;469171;26029;TIME_LIMIT;2.764763e6;10146;sr_rounding
5;120;10;15;3600.012;-1.3139943571966255;-157.67932286359505;0.1493087525145198;0.11362967557415264;454278;26477;TIME_LIMIT;108333.0;508;sr_rounding
1;120;10;34;3600.013;-3.2206379645504777;-386.47655574605733;0.19281858021231457;0.059869684930335634;455491;25359;TIME_LIMIT;2.98969e6;10513;sr_rounding
2;120;10;34;3600.015;-2.855755309812704;-342.6906371775245;0.21108517251866665;0.07391570692116152;494421;26849;TIME_LIMIT;3.141745e6;11726;sr_rounding
3;120;10;34;3600.015;-3.046853415477067;-365.62240985724804;0.21175577851245242;0.0694998247821175;484197;27097;TIME_LIMIT;514027.0;1936;sr_rounding
4;120;10;34;3600.013;-2.86546574949864;-343.8558899398368;0.23321359033262512;0.08138767332097047;488527;26479;TIME_LIMIT;2.74525e6;10160;sr_rounding
5;120;10;34;3600.015;-3.2619859247243794;-391.43831096692554;0.21565888913908227;0.06611275894984259;466858;26321;TIME_LIMIT;2.657424e6;9737;sr_rounding
1;150;12;18;3600.007;-1.3965124340559283;-209.47686510838923;0.20622964810737754;0.14767476685361067;268194;13237;TIME_LIMIT;1.166254e6;2071;sr_rounding
2;150;12;18;3600.008;-1.3758349468919193;-206.37524203378788;0.22266161360617076;0.16183744577005738;300492;14783;TIME_LIMIT;1.263358e6;2615;sr_rounding
3;150;12;18;3600.008;-1.4143404428155792;-212.1510664223369;0.1998306156318832;0.1412889072408006;309423;14875;TIME_LIMIT;2.985857e6;6187;sr_rounding
4;150;12;18;3600.009;-1.3659525699032953;-204.8928854854943;0.19884129022291752;0.14556968858515695;306924;15055;TIME_LIMIT;418310.0;942;sr_rounding
5;150;12;18;3600.008;-1.4402860617258808;-216.04290925888213;0.2308037281292752;0.16024853274821346;303202;15039;TIME_LIMIT;704601.0;1546;sr_rounding
1;150;12;44;3600.007;-3.758334838763388;-563.7502258145082;0.3062835605191401;0.08149448456804267;262662;13039;TIME_LIMIT;894686.0;1538;sr_rounding
2;150;12;44;3600.008;-3.721367812162317;-558.2051718243475;0.3185992681228633;0.08561348520337199;292878;14287;TIME_LIMIT;3.194513e6;6336;sr_rounding
3;150;12;44;3600.01;-3.7615268956584194;-564.2290343487629;0.31290101318263375;0.0831845742067633;305491;14709;TIME_LIMIT;1.231354e6;2516;sr_rounding
4;150;12;44;3600.009;-3.579018199383989;-536.8527299075984;0.34565516881154235;0.09657820931758201;292819;14785;TIME_LIMIT;3.268712e6;6711;sr_rounding
5;150;12;44;3600.009;-3.9160272163909697;-587.4040824586455;0.32715106454597365;0.08354157069609891;301758;14795;TIME_LIMIT;2.849084e6;5866;sr_rounding
1;50;7;10;1266.112;-0.7491695651808358;-37.45847825904179;0.03745826595526747;0.04999971661452335;598310;68363;OPTIMAL;45671.0;2114;sr_rounding
2;50;7;10;904.082;-0.7757470959522108;-38.78735479761054;0.03878704122965371;0.049999595785845063;500366;57477;OPTIMAL;10947.0;638;sr_rounding
3;50;7;10;797.24;-0.8316583381019462;-41.58291690509731;0.041581299404213734;0.049998055089681095;457586;49259;OPTIMAL;5933.0;329;sr_rounding
4;50;7;10;2119.722;-0.7375096725564402;-36.87548362782201;0.03687383975336245;0.049997771046915405;878628;102055;OPTIMAL;6128.0;445;sr_rounding
5;50;7;10;3600.274;-0.7188717024834361;-35.943585124171804;0.0554958934879799;0.07719860622731718;1142694;128481;TIME_LIMIT;4615.0;272;sr_rounding
1;50;7;20;3600.081;-1.5396365004892256;-76.98182502446129;0.12431067888275305;0.0807402778793909;985374;84813;TIME_LIMIT;3.263615e6;39372;sr_rounding
2;50;7;20;2628.165;-1.7268996102259484;-86.34498051129742;0.08634422146912013;0.04999956045958156;837152;76261;OPTIMAL;7878.0;159;sr_rounding
3;50;7;20;2893.947;-1.7888267552265862;-89.44133776132931;0.08943583380556674;0.04999692314767404;913620;75501;OPTIMAL;31659.0;609;sr_rounding
4;50;7;20;3600.133;-1.5986249419971588;-79.93124709985794;0.12083079924314477;0.07558420744530053;1061450;93689;TIME_LIMIT;161368.0;3289;sr_rounding
5;50;7;20;3600.045;-1.62154986609778;-81.077493304889;0.1039690609056596;0.06411709135770126;869005;66989;TIME_LIMIT;1.257193e6;13259;sr_rounding
1;80;8;12;3600.039;-1.1197367936846112;-89.5789434947689;0.08847879018974614;0.07901748936783386;726478;59173;TIME_LIMIT;207238.0;2330;sr_rounding
2;80;8;12;3600.039;-0.9293392400859343;-74.34713920687474;0.11141174716586011;0.11988275363855085;664335;53459;TIME_LIMIT;1.304585e6;11905;sr_rounding
3;80;8;12;3600.024;-0.9366190236533634;-74.92952189226907;0.13242742156975162;0.1413887805238111;604118;48125;TIME_LIMIT;625633.0;4807;sr_rounding
4;80;8;12;3600.042;-0.9898154195143064;-79.18523356114451;0.09162129065527391;0.09256401632966242;657383;54305;TIME_LIMIT;67523.0;900;sr_rounding
5;80;8;12;3600.13;-0.9875199991734401;-79.00159993387521;0.09795356747866923;0.0991914771960638;681058;54861;TIME_LIMIT;305796.0;3118;sr_rounding
1;80;8;24;3600.019;-2.5070799658375567;-200.56639726700453;0.1302165189755864;0.0519395155918308;584045;38699;TIME_LIMIT;374634.0;2180;sr_rounding
2;80;8;24;3600.028;-2.0483653602311693;-163.86922881849355;0.1706534433028395;0.08331201387021127;504184;32933;TIME_LIMIT;3.519708e6;16130;sr_rounding
3;80;8;24;3600.019;-2.0966740249040665;-167.73392199232532;0.1678130622699019;0.08003774562790236;442803;29125;TIME_LIMIT;1.256235e6;5088;sr_rounding
4;80;8;24;3600.025;-2.194402305029136;-175.55218440233088;0.1534992885145665;0.06995038610868048;468709;30859;TIME_LIMIT;281741.0;1599;sr_rounding
5;80;8;24;3600.021;-2.1409712467644475;-171.2776997411558;0.17154803048273592;0.08012626547039745;477412;30847;TIME_LIMIT;1.860689e6;8135;sr_rounding
