seed,numberOfExperiments,numberOfParameters,time,N,solution,scaled_solution,termination,numberIterations,numberCuts
1,120,10,3600.0324771404266,27.0,0.5715785380386561,-0.5715785353888504,TIME_LIMIT,115,2
