seed,numberOfExperiments,numberOfParameters,time,N,solution,dual_bound,rel_gap,scaled_solution,termination,feasible,n_nodes,n_cuts_found,n_cuts_applied,n_sdp_iters
1,50,7,3600.002158,5,9.996337094047084e-6,0.00380369856510498,379.50923346413754,-4.1558264473314947e-16,TIME_LIMIT,true,1030763,6926563,2192307,0
2,50,7,3600.002849,5,9.994019012381228e-6,0.010687642140844318,1068.4038231870268,6.381757383256978e-16,TIME_LIMIT,true,1003023,6626593,2203648,0
3,50,7,3600.001504,5,9.996718330206045e-6,0.010802556214199899,1079.610242019017,-3.315534279105212e-16,TIME_LIMIT,true,969883,6676872,2141326,0
4,50,7,3600.001485,5,9.99953875003407e-6,0.009293589611928872,928.4018298491225,1.0028859521809596e-15,TIME_LIMIT,true,992585,6656186,2180220,0
5,50,7,3600.0,5,Inf,Inf,Inf,Inf,ERROR,false,0,0,0,0
1,50,7,27.335761,10,0.6598948947686455,0.6664728328677425,0.009968160310443366,-0.6598948947686418,OPTIMAL,true,2312,198782,12477,0
2,50,7,28.039257,10,0.6781563599766719,0.6781563599766719,0.0,-0.6781563599766722,OPTIMAL,true,1625,197027,10903,0
3,50,7,181.090264,10,0.6964447883728742,0.703400318043311,0.009987194658584941,-0.6964447883728754,OPTIMAL,true,13648,867789,83041,0
4,50,7,14.938647,10,0.6856937571458357,0.6925139243455649,0.009946374935828218,-0.6856937571458355,OPTIMAL,true,1024,116360,7215,0
5,50,7,243.096815,10,0.652673788786073,0.6591931075622757,0.00998863274152342,-0.6526737887860717,OPTIMAL,true,15436,1175407,114059,0
1,50,7,34.366403,20,1.413156071348169,1.416472613861391,0.0023469046204202867,-1.413156071348166,OPTIMAL,true,4042,337251,18694,0
2,50,7,5.923525,20,1.5519778696938435,1.5545641325486643,0.0016664302406135237,-1.5519778696938449,OPTIMAL,true,585,72320,3436,0
3,50,7,56.685059,20,1.6285678637652117,1.6411621137516579,0.007733328322793123,-1.628567863765215,OPTIMAL,true,8181,456294,36035,0
4,50,7,11.103196,20,1.4022681462332633,1.41624959177134,0.009970593410135769,-1.402268146233269,OPTIMAL,true,1125,121032,5645,0
5,50,7,76.682354,20,1.4735010073641466,1.4882339904494923,0.009998624372643403,-1.4735010073641448,OPTIMAL,true,9806,935045,44644,0
1,80,8,3600.000921,6,1.0e-6,0.26192460122156325,261923.6012215633,-2.4606739247244967e-16,TIME_LIMIT,true,72254,3863519,615983,0
2,80,8,3600.001347,6,1.0e-6,0.23207765195532715,232076.65195532716,2.7968347424187174e-16,TIME_LIMIT,true,86669,4509607,735215,0
3,80,8,3600.001877,6,1.0e-6,0.22328297809579464,223281.97809579465,1.4888211439559824e-15,TIME_LIMIT,true,95561,4880064,802241,0
4,80,8,3600.003595,6,1.0e-6,0.2399456813232826,239944.6813232826,1.0265308827989047e-15,TIME_LIMIT,true,96547,4871543,833126,0
5,80,8,3600.002296,6,1.0e-6,0.24590929657207045,245908.29657207045,5.135338500326373e-16,TIME_LIMIT,true,89425,5109761,784260,0
1,80,8,2012.213666,12,1.0035501932143702,1.0036815465039148,0.00013088860969064913,-1.0035501932143696,OPTIMAL,true,52888,3092399,383587,0
2,80,8,1503.008797,12,0.8693272921435613,0.8780169210050519,0.009995808184123586,-0.869327292143562,OPTIMAL,true,47041,2110128,171059,0
3,80,8,3600.000848,12,0.8017739227188594,0.86395789728681,0.07755799085742449,-0.8017739227188603,TIME_LIMIT,true,66573,4139376,403803,0
4,80,8,2542.059223,12,0.8823794236966427,0.8912030083609322,0.009999762491428024,-0.8823794236966438,OPTIMAL,true,61665,3094357,320705,0
5,80,8,3600.001178,12,0.8176898124703136,0.9185055924861096,0.12329342799468496,-0.8176898124703126,TIME_LIMIT,true,84873,4980778,461132,0
1,80,8,3600.001613,24,2.1543211614910254,2.3402763530234783,0.08631730257142885,-2.154321161491019,TIME_LIMIT,true,82853,5462602,272880,0
2,80,8,3600.001738,24,1.8446677143216796,1.9504453443090644,0.057342376172220925,-1.844667714321678,TIME_LIMIT,true,75781,5155812,298728,0
3,80,8,3600.000816,24,1.8798276525724102,1.984826962545017,0.05585581732927627,-1.879827652572411,TIME_LIMIT,true,81066,4829208,237546,0
4,80,8,3600.001986,24,1.9902312672745293,2.039579282454029,0.024795116020399965,-1.9902312672745244,TIME_LIMIT,true,137423,6343956,414204,0
5,80,8,3600.001045,24,1.8962144285589548,2.0554124575525874,0.08395571017493866,-1.8962144285589546,TIME_LIMIT,true,57436,4314120,193147,0
1,100,10,3600.001721,7,0.0,0.36206122637526494,1.0e20,2.2933759585236474e-15,TIME_LIMIT,true,47260,6321238,332586,0
2,100,10,3600.000426,7,9.166346275610304e-6,0.3330488773093563,36332.874729948664,-3.5944876367727193e-16,TIME_LIMIT,true,24786,2569894,217849,0
3,100,10,3600.000563,7,3.6491499755819667e-6,0.369771982597019,101329.99079821944,3.087374795941086e-15,TIME_LIMIT,true,39302,4922577,343333,0
4,100,10,3600.000707,7,0.0,0.3750451036137689,1.0e20,1.807068919976688e-15,TIME_LIMIT,true,35541,4470789,340163,0
5,100,10,3600.000302,7,0.0,0.3853953903739877,1.0e20,-1.696416800512318e-15,TIME_LIMIT,true,23984,2852475,226373,0
