eigenvalue
"[13.34031943135308, 18.863116655618327, 25.44887112850251, 55.22415860638509, 278.18758815655536]"
"[13.272004785176907, 16.99412449260735, 23.959690709011003, 58.50076523716024, 276.6738902969821]"
"[12.985758356377337, 18.76563359971781, 24.19792939653161, 51.17146470083247, 277.71271774443255]"
"[12.847080233389946, 15.40248303408097, 21.64299501197576, 56.87394783642643, 202.39168822604958]"
"[13.27472579104715, 16.22102741218381, 22.724157709760917, 56.939277434518644, 328.0979124226958]"
"[12.775613196221132, 14.899782233034237, 22.986266204079953, 57.20007188494526, 201.23276363242917]"
"[12.8758679864438, 14.354067313387494, 21.65047873164438, 57.124796603879155, 196.31231003198994]"
"[12.831283972574164, 14.051468135115547, 19.917092356374216, 55.23005958818271, 222.90649450897678]"
"[12.785544483301166, 14.26320804786791, 23.38546303587384, 58.12100033204818, 179.63610602226584]"
"[11.80180910834324, 13.584676199750058, 23.71573458457365, 53.175590799261414, 160.65228747237234]"
"[12.453767758936467, 13.9264242015458, 24.98099391078742, 59.44657175787826, 163.38469289459852]"
"[12.219962700767645, 12.796697751993925, 20.097269403910197, 61.30990978477233, 195.93977707590255]"
"[13.051929260920655, 15.79688894484457, 22.660293025214905, 58.38404241634111, 317.0554629299492]"
"[13.175556366857418, 15.232853658312223, 23.13704098290891, 57.59796104898059, 321.7763700454169]"
"[13.190532992952411, 14.692712796931353, 21.96435401683775, 56.72618656970294, 347.1008747642875]"
"[11.979065681194468, 13.12506157078982, 19.32072531478868, 66.93374360888798, 349.61213470228125]"
"[13.117446188615956, 14.821726979859665, 22.731056107181125, 56.485504653641605, 347.2808461425635]"
"[12.73902093048857, 14.598130399446534, 25.876618975571322, 62.50593397575686, 179.54953911666243]"
"[12.698743458569954, 13.916194477300495, 23.594936002748636, 56.232178303585194, 193.08359268593892]"
"[12.710056097801155, 13.444417369893404, 21.5110512286318, 55.454755289265776, 226.37421555799557]"
"[12.590541445498497, 14.227444312081413, 16.86669713985415, 66.21404844261248, 233.47403905060918]"
"[12.661734673344125, 14.042580141776831, 28.16425540373735, 63.84042196222026, 162.77299993350772]"
"[12.697526660026261, 13.57694595432692, 29.656307316291358, 61.669262562472056, 163.92159323694045]"
"[12.2713856543067, 16.342936417135256, 21.10213903321875, 52.37692571082722, 201.6775011813514]"
"[12.781680249596066, 17.066121184697067, 24.13523367189575, 49.203112224132646, 330.5196236948333]"
"[12.462572724110395, 13.299406493493665, 23.112311348406784, 51.984044946671744, 245.92329736322296]"
"[13.341480479226703, 18.85654374333109, 25.442848572531293, 55.2641542335181, 278.17499167925286]"
"[13.26875465971756, 17.007332368941945, 23.996481046910365, 58.39198924835637, 276.6558469195941]"
"[12.985977921477126, 18.763230223354334, 24.197401461358776, 51.176111046641594, 277.64722303503066]"
"[12.846673223155125, 15.403739319212129, 21.649742130193037, 56.85588259050436, 202.39588029848213]"
"[13.274479953467937, 16.222579862068347, 22.712304285262363, 56.922653088049124, 328.0388784136141]"
"[12.776209921151576, 14.89731363713008, 22.995019049426304, 57.20730386567335, 201.1994495732123]"
"[12.875209781606166, 14.355787217047007, 21.646653227200048, 57.15521002376123, 196.143378972896]"
"[12.832385932680152, 14.048714993354729, 19.90542842094565, 55.247967851719416, 223.3120336126371]"
"[12.7855332735196, 14.263259592218786, 23.392388894494847, 58.09457948434381, 179.72355606685494]"
"[11.801808777966283, 13.584701037054579, 23.716850565167626, 53.179638424396636, 160.6080204262281]"
"[12.453087738984575, 13.929442150757408, 24.980861621918198, 59.45330211984372, 163.28989491478384]"
"[12.220055244023547, 12.796540215610682, 20.092686182539666, 61.3024688575399, 195.95158916315603]"
"[13.052180504080361, 15.793813045584706, 22.728562164458154, 58.34672541791336, 317.3331207734177]"
"[13.173976702550982, 15.238485887910201, 23.07768108154934, 57.65550438481021, 321.7513224757553]"
"[13.189928188327352, 14.6947423465492, 21.967309913187393, 56.731997293940545, 347.1024193485663]"
"[11.978921160265072, 13.125525322672058, 19.320392070503075, 66.93461033160884, 349.6108869203304]"
"[13.11836354301927, 14.817157805759066, 22.76226712976195, 56.54576911802093, 347.32332621547846]"
"[12.739297973977827, 14.59687371773993, 25.889405180548568, 62.516088168357825, 179.47654579470102]"
"[12.695232908997784, 13.925572868115799, 23.6980106689315, 56.26793550498626, 192.2957756680837]"
"[12.70966879138447, 13.44523675429748, 21.5112805343419, 55.45250244466581, 226.38489223816575]"
"[12.590505081331191, 14.235614101908155, 16.761276364931348, 66.3886023453668, 232.3498411441339]"
"[12.662476687070244, 14.039584640365677, 28.219453264701084, 63.79463250500112, 162.6175647729088]"
"[12.697547901454534, 13.576861265776513, 29.662997192187152, 61.671682255496165, 163.8721168065879]"
"[12.27519091892511, 16.309971603253018, 21.13523359442251, 52.199890467852, 202.0973700162093]"
"[12.780871645424263, 17.074282631136224, 24.134211614234257, 49.19869087624155, 330.5186365046596]"
"[12.462650376227748, 13.299129960543942, 23.120141755633924, 51.97595822862065, 245.94383454840545]"
